subject,block,rt,response,soa,hist,rsi
12,4,0.4953472,1,44,R,1.9
12,4,0.6071139,0,16,R,1.9
12,4,0.5182926,1,72,R,1.1
12,4,0.656455,1,16,R,2.3
12,4,0.5559077,1,44,R,1.8
12,4,0.3796321,0,16,R,2.1
13,1,0.5563689,1,44,R,1.8
13,1,0.6617762,1,100,R,1.4
13,1,0.8806067,1,16,R,1.6
13,1,0.7335317,1,72,R,1.1
13,1,0.5888016,1,100,R,1.1
13,1,0.9830198,1,72,R,1.9
13,1,0.7611546,1,44,R,1.9
13,1,1.2419169,1,16,R,1.8
13,1,0.8074113,1,16,R,1.3
13,1,0.9563754,1,100,R,1.4
13,1,0.7914876,1,16,R,2.1
13,1,0.7413073,1,16,R,0.9
13,1,0.7628443,1,44,R,2.3
13,1,0.9751344,1,16,R,1.9
13,1,0.8634481,1,44,R,0.9
13,1,0.8337447,1,100,R,1.9
13,1,0.7611344,1,100,R,1.8
13,1,0.9004163,1,72,R,1.6
13,1,0.7339453,1,72,R,1.1
13,1,0.5959837,1,44,R,2.1
13,1,0.9239123,1,16,R,0.9
13,1,0.9779261,1,100,R,1.4
13,1,0.6998258,1,72,R,0.9
13,1,0.9080207,0,16,R,1.9
13,1,0.6558189,1,100,R,0.9
13,1,0.7500562,1,72,R,2.3
13,1,1.1243941,1,16,R,1.9
13,1,0.6737974,1,44,R,1.6
13,1,0.589375,1,72,R,1.3
13,1,0.6661757,1,72,R,1.4
13,1,0.6965047,1,44,R,2.3
13,1,0.5674479,1,72,R,1.1
13,1,0.9414988,0,16,R,1.8
13,1,0.6503437,1,72,R,1.4
13,1,0.7829053,1,72,R,1.8
13,1,0.8416581,1,16,R,0.9
13,1,0.5994253,1,72,R,1.6
13,1,0.706776,1,16,R,1.9
13,1,0.7176172,1,72,R,1.1
13,1,0.5734427,1,72,R,1.8
13,1,0.8086794,1,16,R,0.9
13,1,0.533473,1,72,R,1.9
13,1,0.574212,1,16,R,1.9
13,1,0.4668489,1,72,R,1.4
13,1,1.1026489,1,44,R,1.9
13,1,0.5670506,1,72,R,1.1
13,1,0.6947793,1,100,R,2.3
13,1,0.5728044,1,16,R,1.3
13,1,0.5895936,1,44,R,1.6
13,1,0.5568957,1,72,R,1.9
13,1,1.0250802,1,16,R,1.4
13,1,0.7730158,1,16,R,1.9
13,1,0.7732125,1,44,R,1.4
13,1,1.1451477,1,44,R,2.1
13,1,0.5561113,1,44,R,1.8
13,1,0.9071311,1,16,R,1.9
13,1,0.5510735,1,72,R,1.3
13,1,0.7083104,1,16,R,1.6
13,1,0.6007277,1,72,R,1.9
13,1,0.5957978,1,44,R,2.1
13,1,0.7746423,1,16,R,1.9
13,1,0.9922862,0,16,R,1.9
13,1,0.9251717,1,16,R,2.3
13,1,0.5810805,1,44,R,1.9
13,1,0.5338995,1,72,R,1.1
13,1,1.006015,1,44,R,1.8
13,1,0.7642144,1,16,R,1.8
13,1,1.0413167,1,16,R,0.9
13,1,0.7395132,1,44,R,1.4
13,1,0.7636345,1,16,R,0.9
13,1,0.6720067,1,100,R,1.9
13,1,0.7963947,1,16,R,2.1
13,1,0.5178841,1,72,R,1.1
13,1,0.5789245,1,44,R,2.1
13,1,0.5555308,1,100,R,1.3
13,1,0.6136497,1,44,R,1.4
13,1,0.8068759,1,16,R,2.3
13,1,0.7005886,1,100,R,1.9
13,1,0.5771318,1,100,R,1.1
13,2,0.557718,1,44,R,2.3
13,2,0.5085278,1,72,R,1.3
13,2,0.6092685,1,100,R,1.8
13,2,0.4722524,1,44,R,0.9
13,2,0.644283,1,100,R,0.9
13,2,0.5629246,1,44,R,1.6
13,2,0.563293,1,44,R,1.8
13,2,0.4999225,1,72,R,2.3
13,2,0.5024724,1,72,R,2.3
13,2,0.6219836,1,100,R,1.9
13,2,0.5001796,1,72,R,1.9
13,2,0.5598329,1,100,R,1.6
13,2,0.5506011,1,72,R,1.9
13,2,0.4387793,1,44,R,1.9
13,2,0.5836544,1,72,R,1.8
13,2,0.6672564,1,72,R,0.9
13,2,0.5364913,1,44,R,1.8
13,2,0.4894327,1,100,R,1.4
13,2,0.5566576,1,44,R,1.4
13,2,0.5233798,1,72,R,1.9
13,2,0.8070118,1,16,R,1.4
13,2,0.6562085,1,44,R,2.1
13,2,0.5614077,1,44,R,1.1
13,2,0.8769655,1,100,R,1.8
13,2,0.4896125,1,100,R,1.4
13,2,1.1920372,1,16,R,2.3
13,2,0.5224113,1,100,R,1.9
13,2,0.4904641,1,44,R,1.6
13,2,0.5243767,1,72,R,1.3
13,2,0.7398726,1,16,R,2.1
13,2,0.8571701,1,16,R,2.1
13,2,0.6166537,1,72,R,1.4
13,2,0.6610787,1,100,R,1.9
13,2,0.4838581,1,72,R,2.3
13,2,0.5733498,1,44,R,0.9
13,2,0.6553999,1,72,R,2.3
13,2,0.9292636,1,16,R,1.4
13,2,1.2819426,1,16,R,1.8
13,2,0.4921985,1,16,R,1.3
13,2,0.4838138,1,72,R,2.3
13,2,0.5549472,1,44,R,0.9
13,2,0.4889329,1,72,R,1.6
13,2,0.3839963,1,72,R,1.3
13,2,0.5212557,1,44,R,1.1
13,2,0.8791281,1,16,R,1.9
13,2,0.6106034,1,100,R,1.4
13,2,0.4554146,1,100,R,0.9
13,2,0.6224369,1,44,R,1.4
13,2,0.4860653,1,44,R,1.3
13,2,0.5158027,1,72,R,1.6
13,2,0.8247638,0,16,R,1.8
13,2,0.5064001,1,100,R,2.3
13,2,0.6954265,1,44,R,1.9
13,2,0.521737,1,44,R,2.1
13,2,0.4891034,1,72,R,1.9
13,2,0.5721989,1,44,R,1.4
13,2,0.4897703,1,72,R,1.4
13,2,0.6604632,1,100,R,1.9
13,2,0.4899923,1,100,R,1.8
13,2,0.5607439,1,100,R,0.9
13,2,0.4885385,1,44,R,0.9
13,2,0.472927,1,72,R,1.6
13,2,0.550316,1,72,R,1.1
13,2,0.5003251,1,72,R,1.4
13,2,0.6570684,1,44,R,0.9
13,2,0.4724261,1,72,R,1.3
13,2,0.6104726,1,100,R,2.3
13,2,0.8628084,1,44,R,1.6
13,2,0.9667742,1,72,R,1.4
13,2,0.6842566,1,72,R,1.1
13,2,0.8239118,0,16,R,1.9
13,2,0.4387072,1,100,R,2.1
13,2,0.4775021,1,100,R,1.8
13,2,1.1083822,0,16,R,1.1
13,2,0.9229654,1,16,R,1.9
13,2,0.4666814,1,72,R,2.1
13,2,0.6012587,1,72,R,1.6
13,2,0.5907707,1,72,R,2.1
13,2,0.5057375,1,100,R,1.1
13,2,0.80822,0,16,R,1.4
13,2,1.0070299,1,16,R,1.1
13,2,0.6331615,1,72,R,2.3
13,2,0.5448588,1,44,R,1.6
13,2,0.5345237,1,72,R,2.1
13,3,0.7322067,1,16,R,2.1
13,3,0.6434191,1,100,R,2.3
13,3,0.5127353,1,44,R,1.9
13,3,0.6169657,1,100,R,1.6
13,3,0.706297,1,44,R,1.4
13,3,0.5122036,1,100,R,1.3
13,3,0.8251524,1,16,R,1.3
13,3,0.9748354,0,16,R,1.8
13,3,0.5344455,1,72,R,2.3
13,3,0.5560807,1,16,R,1.8
13,3,0.7082223,1,16,R,2.3
13,3,0.7079197,0,16,R,1.8
13,3,0.9897954,1,16,R,1.9
13,3,0.4663781,1,72,R,2.1
13,3,0.495127,1,44,R,1.9
13,3,0.467083,1,72,R,0.9
13,3,0.9571326,0,16,R,2.3
13,3,0.5166777,1,72,R,1.1
13,3,0.616843,1,72,R,1.4
13,3,0.5010341,1,72,R,1.4
13,3,0.4546403,1,44,R,1.9
13,3,0.551486,1,72,R,1.8
13,3,0.516538,1,72,R,1.1
13,3,0.48601,1,72,R,1.8
13,3,0.4450686,1,44,R,1.6
13,3,0.366355,1,72,R,0.9
13,3,0.4628661,1,44,R,1.1
13,3,0.4052208,1,100,R,1.8
13,3,0.5774547,1,100,R,0.9
13,3,0.524069,1,16,R,2.3
13,3,0.5230152,1,44,R,1.8
13,3,0.5574843,1,72,R,1.1
13,3,0.5004112,1,72,R,0.9
13,3,0.4798983,1,44,R,0.9
13,3,0.5066348,1,44,R,1.9
13,3,0.5052121,1,100,R,1.9
13,3,0.8918532,0,16,R,1.1
13,3,0.6795474,1,44,R,1.6
13,3,0.4955736,1,100,R,1.8
13,3,0.5392775,1,44,R,2.1
13,3,0.4643345,1,44,R,2.1
13,3,0.6005355,1,100,R,0.9
13,3,0.7339203,1,72,R,2.1
13,3,0.4214967,1,100,R,1.6
13,3,0.5168134,1,72,R,1.9
13,3,0.5066551,1,100,R,1.6
13,3,0.5054186,1,44,R,1.3
13,3,0.6007333,1,100,R,1.3
13,3,0.7748595,1,16,R,1.9
13,3,0.390466,0,16,R,1.8
13,3,0.5784129,1,44,R,0.9
13,3,0.566868,1,72,R,1.8
13,3,0.4880053,1,44,R,2.3
13,3,0.9246814,1,16,R,2.3
13,3,0.7247115,1,16,R,2.1
13,3,0.6090782,1,100,R,1.9
13,3,0.645856,1,44,R,1.8
13,3,0.6641401,0,44,R,1.9
13,3,0.5745048,1,16,R,1.8
13,3,0.5573892,1,16,R,0.9
13,3,0.5572336,1,16,R,2.3
13,3,0.4739629,1,16,R,2.3
13,3,0.7760144,0,16,R,1.6
13,3,0.8083234,1,16,R,1.1
13,3,0.5887504,1,100,R,2.3
13,3,0.5388966,1,44,R,1.8
13,3,1.39612,0,44,R,1.1
13,3,0.6152973,1,72,R,2.1
13,3,0.5953834,1,44,R,2.3
13,3,0.4509483,1,72,R,1.4
13,3,0.4902288,1,16,R,1.3
13,3,0.4880646,1,100,R,0.9
13,3,0.4057709,1,44,R,1.6
13,3,0.6127747,0,16,R,1.8
13,3,0.522264,1,44,R,1.3
13,3,0.4840167,1,72,R,1.9
13,3,0.4246891,1,16,R,1.6
13,3,0.8252077,0,16,R,1.1
13,3,0.8287906,0,44,R,1.9
13,3,0.5407071,1,16,R,0.9
13,3,0.4559863,1,44,R,0.9
13,3,0.852058,0,44,R,0.9
13,4,0.5052045,1,100,R,1.1
13,4,0.4714087,1,100,R,2.1
13,4,0.4814302,1,16,R,1.8
13,4,0.6587301,1,100,R,1.4
13,4,0.4888662,1,44,R,1.8
13,4,0.8315583,0,16,R,1.9
13,4,0.7742595,1,16,R,2.1
13,4,0.5674195,1,100,R,1.3
13,4,1.2072015,1,16,R,0.9
13,4,0.5054173,1,44,R,2.3
13,4,0.8731632,1,16,R,1.4
13,4,0.4734234,1,44,R,1.3
13,4,0.7736085,0,16,R,2.3
13,4,0.6446934,1,100,R,2.3
13,4,0.4705152,1,100,R,1.9
13,4,0.4541546,1,100,R,1.4
13,4,0.4726081,1,100,R,1.6
13,4,0.5125822,1,44,R,1.1
13,4,0.5280332,1,44,R,2.1
13,4,0.6239237,1,16,R,1.8
13,4,0.6101416,1,100,R,1.1
13,4,0.5612728,1,100,R,1.9
13,4,0.4515114,1,72,R,2.3
13,4,0.4844413,1,72,R,2.1
13,4,0.4555508,1,44,R,2.3
13,4,1.0580076,1,72,R,0.9
13,4,0.4951368,1,44,R,2.3
13,4,0.4556908,1,100,R,1.9
13,4,0.7920063,0,16,R,1.9
13,4,0.5944785,1,100,R,2.3
13,4,0.5335265,1,72,R,1.6
13,4,0.5228116,1,44,R,1.4
13,4,0.4219578,1,100,R,1.1
13,4,1.0570887,0,16,R,2.1
13,4,0.500757,1,72,R,1.8
13,4,0.505837,1,16,R,1.8
13,4,0.6626383,1,16,R,0.9
13,4,0.4070906,1,16,R,1.6
13,4,0.5723219,1,44,R,1.9
13,4,0.4853691,1,72,R,1.6
13,4,0.4657588,1,72,R,1.4
13,4,0.6236413,1,16,R,2.1
13,4,0.5006404,1,72,R,0.9
13,4,0.5334315,1,72,R,1.6
13,4,0.9081921,1,16,R,2.1
13,4,0.5905845,1,16,R,1.8
13,4,0.5068798,1,100,R,2.3
13,4,0.5051387,1,44,R,2.3
13,4,0.5570682,1,16,R,2.3
13,4,0.6943354,1,100,R,1.4
13,4,0.6593187,0,16,R,2.3
13,4,0.606679,1,16,R,1.9
13,4,0.5944706,1,100,R,1.1
13,4,0.7904551,1,16,R,1.8
13,4,0.5400302,1,44,R,2.3
13,4,0.5571576,1,72,R,2.3
13,4,0.4550768,1,44,R,2.3
13,4,0.5419033,1,72,R,1.6
13,4,0.5037935,1,44,R,1.4
13,4,0.7815186,0,16,R,1.3
13,4,0.7299418,0,44,R,1.8
13,4,0.6794023,1,44,R,2.3
13,4,0.5392416,1,100,R,1.8
13,4,0.5558872,1,100,R,2.3
13,4,0.5386014,1,100,R,1.9
13,4,0.5402857,1,16,R,0.9
13,4,0.6467481,1,44,R,1.3
13,4,0.6606637,1,100,R,0.9
13,4,0.571592,1,100,R,1.6
13,4,0.462201,1,44,R,1.1
13,4,0.4377782,1,44,R,1.6
13,4,0.5127278,1,100,R,1.4
13,4,0.7800933,0,16,R,1.3
14,1,1.1662597,1,44,R,1.4
14,1,0.6368178,1,100,R,1.8
14,1,0.5164074,1,72,R,1.9
14,1,0.777655,1,44,R,0.9
14,1,0.9963621,0,44,R,2.3
14,1,0.7233941,0,100,R,1.9
14,1,1.0131015,1,44,R,2.3
14,1,0.5508125,1,72,R,1.8
14,1,1.1071008,1,100,R,1.6
14,1,1.1599954,1,44,R,1.8
14,1,0.660806,1,100,R,0.9
14,1,2.3204598,1,72,R,1.8
14,1,2.3089848,0,44,R,0.9
14,1,1.2906817,1,44,R,1.4
14,1,0.6486485,1,72,R,1.4
14,1,0.6985524,1,72,R,1.9
14,1,1.5919087,1,16,R,0.9
14,1,0.9418311,1,16,R,1.6
14,1,0.7390101,1,44,R,1.3
14,1,0.7071404,1,100,R,2.3
14,1,0.8825466,1,72,R,1.9
14,1,0.5727754,1,100,R,1.3
14,1,0.7991627,1,72,R,1.8
14,1,1.6678573,1,100,R,2.3
14,1,0.7954081,1,44,R,1.8
14,1,0.6755371,1,16,R,2.1
14,1,0.4455555,1,44,R,2.3
14,1,0.7245538,1,100,R,1.3
14,1,0.7451631,1,44,R,1.1
14,1,1.1290221,1,100,R,1.3
14,1,0.8947144,1,44,R,2.1
14,1,0.6627978,1,44,R,2.3
14,1,0.6765414,0,16,R,2.3
14,1,0.8731676,1,16,R,2.3
14,1,0.6282775,1,100,R,1.6
14,1,0.5911363,1,44,R,1.3
14,1,0.9511548,1,100,R,1.6
14,1,0.5055722,1,100,R,2.3
14,1,0.5730911,1,16,R,1.3
14,1,0.749911,1,72,R,2.3
14,1,1.2577923,1,16,R,1.8
14,1,2.2881325,0,72,R,1.8
14,1,1.9691954,1,72,R,1.4
14,1,0.779509,1,44,R,1.6
14,1,0.5938351,1,100,R,2.1
14,1,1.8893996,1,100,R,1.4
14,1,0.7282759,1,44,R,1.8
14,1,0.4673027,1,72,R,2.3
14,1,0.8105602,1,100,R,2.3
14,1,1.3907403,1,16,R,1.3
14,1,0.6503014,1,72,R,0.9
14,1,1.0911699,0,16,R,0.9
14,1,0.773612,1,16,R,1.4
14,1,0.6823792,1,100,R,1.8
14,1,0.4890897,1,100,R,2.1
14,1,1.1075785,1,44,R,1.9
14,1,0.6801861,1,16,R,1.1
14,1,1.452652,0,72,R,1.8
14,1,0.6308222,1,72,R,1.8
14,1,1.1585449,1,16,R,2.3
14,1,0.5907431,1,16,R,1.9
14,1,0.5792769,1,44,R,0.9
14,1,0.8903466,1,16,R,1.4
14,1,1.0080644,1,16,R,0.9
14,1,0.7841048,1,72,R,0.9
14,1,0.4874616,1,100,R,2.3
14,1,0.5687307,1,72,R,1.8
14,1,1.4403154,1,44,R,2.1
14,1,0.6803926,1,44,R,1.6
14,1,0.4233987,1,100,R,1.4
14,1,0.9614858,1,100,R,1.3
14,1,0.6276749,1,100,R,2.1
14,1,1.8930104,0,16,R,2.1
14,1,0.7804674,1,44,R,1.8
14,1,0.5678576,1,72,R,1.3
14,1,0.8503904,1,72,R,0.9
14,1,1.1045403,1,44,R,1.1
14,1,0.7840614,1,72,R,2.1
14,2,0.7213339,1,44,R,0.9
14,2,1.5077713,1,16,R,1.9
14,2,0.5290211,1,100,R,0.9
14,2,0.6172678,1,72,R,1.9
14,2,1.4895891,1,44,R,1.9
14,2,0.8293654,1,44,R,1.9
14,2,1.0908762,1,16,R,1.8
14,2,1.2068891,1,44,R,1.9
14,2,0.8051019,1,100,R,0.9
14,2,0.6119973,1,44,R,2.3
14,2,0.8737581,1,16,R,1.9
14,2,0.6619413,1,100,R,0.9
14,2,1.5601089,0,16,R,1.3
14,2,1.9069107,1,16,R,1.3
14,2,0.8793307,1,44,R,2.1
14,2,0.790656,1,16,R,1.1
14,2,0.6050093,1,100,R,2.3
14,2,0.5062583,1,100,R,1.8
14,2,0.6725125,1,44,R,1.9
14,2,0.5627464,1,100,R,1.1
14,2,0.8747799,0,16,R,1.9
14,2,0.5211804,1,100,R,0.9
14,2,0.5495217,1,72,R,2.3
14,2,1.0425413,1,16,R,1.4
14,2,0.6895144,1,16,R,1.4
14,2,0.6407761,1,16,R,1.9
14,2,0.5786484,1,100,R,1.6
14,2,2.023828,1,44,R,1.6
14,2,0.640619,1,16,R,2.1
14,2,1.4244765,1,16,R,1.3
14,2,0.7910036,1,44,R,1.8
14,2,0.5124512,1,100,R,1.6
14,2,1.6249691,0,16,R,1.9
14,2,0.8223883,1,44,R,1.1
14,2,1.8791274,1,44,R,1.3
14,2,0.8562167,1,16,R,1.3
14,2,0.7667383,1,72,R,2.3
14,2,0.6792289,1,16,R,2.1
14,2,1.3244693,0,16,R,1.6
14,2,0.550086,1,72,R,1.3
14,2,0.9065461,1,44,R,1.4
14,2,0.7308431,1,44,R,1.8
14,2,0.7076561,1,16,R,1.3
14,2,0.7406086,1,44,R,1.9
14,2,1.9932413,1,72,R,1.9
14,2,0.6905266,1,16,R,1.4
14,2,0.7944331,1,100,R,1.4
14,2,0.7624245,1,44,R,0.9
14,2,0.8412522,1,72,R,1.1
14,2,1.2112758,1,44,R,1.6
14,2,0.733327,1,72,R,2.1
14,2,1.6597927,0,16,R,1.4
14,2,2.0212773,1,44,R,1.9
14,2,0.6558814,1,100,R,1.3
14,2,1.342768,0,16,R,1.9
14,2,1.0582623,1,16,R,1.9
14,2,1.024019,1,16,R,1.6
14,2,0.6164715,1,72,R,1.3
14,2,0.6953256,1,44,R,1.8
14,2,0.8086799,1,16,R,1.9
14,2,1.3900711,1,100,R,1.6
14,2,0.6913456,1,16,R,0.9
14,2,0.6384669,1,44,R,1.4
14,2,1.3654248,0,16,R,1.4
14,2,0.5172632,1,72,R,1.1
14,2,1.3421461,1,16,R,1.4
14,2,0.6052226,1,44,R,2.1
14,2,0.7797698,0,16,R,2.1
14,2,1.6080582,1,16,R,1.9
14,2,0.752584,1,44,R,2.1
14,2,0.7113782,1,100,R,2.3
14,2,1.4255564,0,16,R,2.3
14,2,0.6738742,1,16,R,1.3
14,2,0.9325229,0,44,R,1.8
14,2,0.6290385,1,44,R,1.3
14,3,0.9073092,0,16,R,2.1
14,3,0.5893122,1,72,R,1.4
14,3,0.742385,1,16,R,1.3
14,3,0.6746855,1,16,R,1.4
14,3,0.8237362,1,16,R,1.1
14,3,0.5671537,1,72,R,1.8
14,3,0.739728,1,72,R,1.1
14,3,0.6243937,1,16,R,1.4
14,3,0.7579438,0,16,R,0.9
14,3,2.2099966,0,16,R,1.3
14,3,1.509203,1,16,R,1.4
14,3,0.6834937,1,72,R,1.1
14,3,0.7447907,1,100,R,1.4
14,3,1.0916419,1,16,R,1.1
14,3,0.6504396,1,72,R,1.9
14,3,0.7350531,1,72,R,2.3
14,3,0.8782225,1,100,R,2.1
14,3,0.6065571,1,44,R,1.6
14,3,0.6164362,1,72,R,1.6
14,3,0.5394505,1,100,R,1.3
14,3,1.041903,1,16,R,1.8
14,3,0.847481,1,44,R,1.8
14,3,0.5659244,1,72,R,1.9
14,3,0.6222658,1,16,R,1.6
14,3,0.9061358,1,100,R,1.4
14,3,0.6997213,1,72,R,1.4
14,3,0.8406307,1,44,R,2.3
14,3,0.5551689,1,100,R,1.3
14,3,0.6606093,1,100,R,2.3
14,3,0.4844645,1,72,R,1.6
14,3,0.5435035,1,100,R,1.4
14,3,0.5404328,1,100,R,1.9
14,3,0.7814646,1,16,R,1.1
14,3,0.6762034,1,100,R,1.6
14,3,0.6442245,1,100,R,1.4
14,3,0.5051568,1,100,R,2.1
14,3,0.7913458,1,16,R,1.1
14,3,1.0049069,1,100,R,1.8
14,3,0.6341418,1,72,R,0.9
14,3,0.4818923,1,72,R,0.9
14,3,0.7893119,1,100,R,1.9
14,3,0.5172369,1,72,R,1.3
14,3,0.6438519,1,100,R,1.3
14,3,0.6433836,1,100,R,1.9
14,3,0.6573099,1,16,R,1.8
14,3,1.4739063,1,16,R,1.4
14,3,0.5064736,1,100,R,0.9
14,3,0.7175405,1,72,R,1.3
14,3,0.6217137,1,44,R,1.1
14,3,0.7441325,1,100,R,1.4
14,3,0.8051135,1,100,R,1.4
14,3,0.5941655,1,100,R,2.1
14,3,1.1426109,1,16,R,1.1
14,3,0.5127751,1,44,R,1.4
14,3,0.5554165,1,100,R,1.8
14,3,0.7267457,1,100,R,1.3
14,3,2.3243477,0,16,R,2.1
14,3,0.5340372,1,72,R,1.3
14,3,0.6514415,1,72,R,1.8
14,3,0.5334515,1,72,R,2.1
14,3,0.9430775,1,16,R,1.3
14,3,0.4684786,1,72,R,1.3
14,3,1.0395653,1,100,R,1.1
14,3,0.688419,1,44,R,2.3
14,3,1.9573802,1,100,R,1.9
14,3,0.6169328,1,72,R,1.9
14,3,1.2279689,1,100,R,1.6
14,3,0.539948,1,72,R,2.1
14,4,0.5766801,1,100,R,1.4
14,4,0.9591416,1,16,R,2.1
14,4,0.611221,1,100,R,1.4
14,4,2.0210208,0,44,R,2.1
14,4,0.6103334,1,100,R,1.4
14,4,0.4678104,1,72,R,0.9
14,4,1.5429987,1,16,R,1.8
14,4,0.5785219,1,44,R,2.3
14,4,0.5917136,1,16,R,1.3
14,4,0.5070788,1,100,R,1.8
14,4,0.5785486,1,100,R,1.4
14,4,0.4577553,1,72,R,1.3
14,4,0.9757102,1,16,R,1.9
14,4,1.0602362,1,16,R,1.8
14,4,0.8301484,1,16,R,1.1
14,4,0.565849,1,72,R,1.6
14,4,0.542599,1,100,R,2.1
14,4,0.6917724,1,16,R,2.1
14,4,0.8080022,1,16,R,1.4
14,4,1.5682244,1,72,R,0.9
14,4,2.0801677,1,44,R,1.4
14,4,1.4510323,1,72,R,0.9
14,4,0.5034389,1,100,R,2.3
14,4,1.7938511,1,16,R,0.9
14,4,0.5766328,1,100,R,1.9
14,4,0.6399088,1,16,R,1.9
14,4,0.5855784,1,72,R,2.1
14,4,0.4931951,1,100,R,1.3
14,4,0.7238533,1,16,R,1.9
14,4,0.7321254,1,72,R,1.4
14,4,0.5339827,1,72,R,1.6
14,4,0.5501242,1,72,R,1.9
14,4,0.6411859,1,16,R,1.6
14,4,0.775159,0,16,R,1.1
14,4,0.4322468,1,72,R,1.4
14,4,0.5734775,1,16,R,1.8
14,4,0.5344773,1,72,R,1.8
14,4,0.5398813,1,16,R,1.1
14,4,0.4662943,1,72,R,2.1
14,4,2.1080435,1,100,R,1.6
14,4,2.0972762,0,44,R,1.3
14,4,0.4943179,1,100,R,1.1
14,4,0.815353,1,16,R,1.1
14,4,0.4843209,1,72,R,2.3
14,4,0.858861,1,16,R,1.8
14,4,0.5791983,1,44,R,1.6
14,4,0.6605875,1,100,R,2.3
14,4,0.6348508,1,44,R,1.3
14,4,0.8745978,1,16,R,1.4
14,4,1.151201,1,44,R,1.1
14,4,1.1860079,0,16,R,0.9
14,4,0.7571258,1,16,R,1.9
14,4,0.5912089,1,16,R,2.3
14,4,0.5127142,1,44,R,1.4
14,4,0.7997519,1,72,R,1.3
14,4,0.4494035,1,72,R,2.3
14,4,0.5412831,1,44,R,2.3
14,4,0.4899325,1,72,R,1.9
14,4,0.8308544,1,44,R,2.3
14,4,0.5679581,1,72,R,1.8
14,4,0.5281651,1,100,R,1.1
14,4,0.7080758,0,16,R,1.1
14,4,0.6409952,1,16,R,1.3
14,4,1.3065377,0,100,R,1.3
14,4,0.9731121,1,16,R,1.3
14,4,0.3836159,1,72,R,1.6
14,4,1.0292339,0,44,R,0.9
14,4,0.5616603,1,44,R,1.1
14,4,0.4950084,1,44,R,1.1
14,4,1.495857,0,44,R,0.9
14,4,0.7266327,1,100,R,2.1
14,4,1.6755274,1,16,R,1.6
14,4,0.5223546,1,100,R,1.8
14,4,0.5269911,1,100,R,0.9
14,4,0.9575228,1,44,R,1.4
14,4,0.6118781,1,100,R,1.3
14,4,0.5278691,1,44,R,1.3
15,1,0.2129056,1,100,R,1.9
15,1,0.4003611,1,16,R,2.3
15,1,0.4568404,1,44,R,2.3
15,1,0.3046039,1,100,R,2.3
15,1,0.3942951,1,100,R,2.1
15,1,0.3325922,1,72,R,1.9
15,1,0.285096,1,72,R,1.1
15,1,0.3377922,1,100,R,1.9
15,1,0.4401192,1,44,R,2.3
15,1,0.4257514,1,72,R,1.3
15,1,0.4485158,0,16,R,1.4
15,1,0.3727568,1,44,R,2.1
15,1,0.4803464,1,44,R,2.3
15,1,0.3517528,1,72,R,1.8
15,1,0.3786338,1,100,R,1.9
15,1,0.4408013,1,44,R,1.3
15,1,0.4292757,1,44,R,1.3
15,1,0.439529,1,44,R,1.9
15,1,0.445911,1,44,R,1.6
15,1,0.3911174,1,72,R,1.3
15,1,0.4619321,1,44,R,2.1
15,1,0.3486676,1,72,R,1.4
15,1,0.4087047,1,16,R,2.3
15,1,0.4069975,1,44,R,1.3
15,1,0.3967384,1,16,R,0.9
15,1,0.4259641,1,100,R,1.9
15,1,0.2991638,1,72,R,0.9
15,1,0.4909281,0,16,R,0.9
15,1,0.4577556,1,16,R,1.3
15,1,0.5262872,1,100,R,1.4
15,1,0.4394927,1,16,R,1.4
15,1,0.3713907,1,100,R,0.9
15,1,0.6259256,0,16,R,2.3
15,1,0.3571147,1,16,R,2.3
15,1,0.3758385,1,16,R,1.6
15,1,0.4001498,1,72,R,0.9
15,1,0.4463988,0,44,R,0.9
15,1,0.5416885,1,100,R,1.9
15,1,0.3666821,1,72,R,2.3
15,1,0.4102012,1,100,R,1.4
15,1,0.4405322,1,16,R,0.9
15,1,0.354764,1,100,R,2.3
15,1,0.3903181,1,16,R,1.1
15,1,0.428693,0,44,R,1.9
15,1,0.3389799,1,44,R,2.1
15,1,0.6023583,1,100,R,1.4
15,1,0.3613082,1,44,R,1.3
15,1,0.3502955,1,72,R,1.3
15,1,0.3406802,1,16,R,1.8
15,1,0.3949631,1,44,R,1.8
15,1,0.3330671,1,72,R,1.8
15,1,0.4436421,1,16,R,2.3
15,1,0.3063643,1,44,R,1.1
15,1,0.2836582,1,72,R,2.1
15,1,0.3780134,1,100,R,1.1
15,1,0.429575,1,44,R,1.8
15,1,0.3307294,1,44,R,1.6
15,1,0.2726038,1,72,R,1.1
15,1,0.3444463,1,72,R,1.1
15,1,0.4152935,0,16,R,1.4
15,1,0.4274401,1,100,R,1.3
15,1,0.5385824,1,16,R,1.8
15,1,0.4411054,1,16,R,2.3
15,1,0.4616982,1,44,R,2.1
15,1,0.3171109,1,72,R,2.1
15,1,0.290077,1,100,R,2.3
15,1,0.3968469,1,44,R,1.3
15,1,0.3227929,1,100,R,1.6
15,1,0.2608123,1,72,R,1.6
15,1,0.2950911,1,100,R,1.4
15,2,0.3776453,1,16,R,2.1
15,2,0.2043132,1,72,R,1.8
15,2,0.3249428,1,16,R,1.1
15,2,0.3574145,1,16,R,2.3
15,2,0.3240776,1,44,R,2.3
15,2,0.2770419,1,72,R,2.3
15,2,0.2342674,1,72,R,1.6
15,2,0.2500488,1,72,R,1.6
15,2,0.293593,1,44,R,1.6
15,2,0.3050276,1,44,R,1.8
