subject,block,rt,response,soa,hist,rsi
35,3,0.7681047,0,72,R,2.1
35,4,0.6404101,1,100,R,1.3
35,4,1.25174,1,72,R,1.4
35,4,1.2241244,0,16,R,1.1
35,4,0.8778025,0,100,R,1.8
35,4,0.6906381,0,16,R,1.8
35,4,0.8784285,0,100,R,1.8
35,4,0.6778702,1,100,R,1.3
35,4,0.7719278,1,44,R,1.1
35,4,0.6454053,1,100,R,0.9
35,4,0.8392321,1,100,R,1.8
35,4,0.606112,1,100,R,1.4
35,4,0.7178827,1,72,R,1.8
35,4,0.6430775,1,100,R,0.9
35,4,0.5557052,1,44,R,1.4
35,4,0.5462658,1,44,R,1.4
35,4,0.7748265,0,16,R,1.4
35,4,0.7666629,0,72,R,1.6
35,4,0.7512866,1,72,R,1.4
35,4,1.6922787,0,16,R,2.1
35,4,0.7079448,0,16,R,1.8
35,4,0.6374547,1,100,R,2.3
35,4,0.5677872,1,72,R,2.1
35,4,0.58809,1,44,R,2.3
35,4,0.5225853,1,100,R,1.6
35,4,1.2085941,1,16,R,1.6
35,4,0.794906,1,44,R,1.4
35,4,0.5388273,1,100,R,1.6
35,4,0.6915144,0,16,R,1.6
35,4,0.6438094,1,100,R,1.9
35,4,0.590347,1,100,R,1.8
35,4,0.4884974,1,100,R,1.8
35,4,0.5917248,0,16,R,1.6
35,4,1.0196398,1,72,R,2.1
35,4,0.5585056,1,16,R,1.8
35,4,0.6636955,0,44,R,1.3
35,4,0.9679591,1,72,R,1.3
35,4,0.6010925,1,72,R,1.1
35,4,0.4329386,1,72,R,1.1
35,4,0.6552424,1,44,R,2.1
35,4,1.0798322,1,44,R,2.1
35,4,0.6184532,1,72,R,1.6
35,4,0.7910125,0,16,R,0.9
35,4,0.4955078,1,100,R,2.1
35,4,0.6264769,1,16,R,2.3
35,4,0.6914196,0,16,R,1.6
35,4,0.7412205,1,16,R,1.6
35,4,0.6611956,1,16,R,2.1
35,4,0.6201259,1,72,R,2.3
35,4,0.5658271,1,44,R,1.3
35,4,0.7777462,1,16,R,1.3
35,4,0.8417943,1,16,R,1.8
35,4,0.4732751,1,100,R,0.9
35,4,0.8290105,1,44,R,1.3
35,4,0.5345492,1,72,R,1.3
35,4,0.7956622,0,44,R,2.3
35,4,0.5733414,0,16,R,0.9
35,4,0.6066734,1,44,R,1.1
35,4,0.5438274,1,100,R,1.1
35,4,0.5741269,1,16,R,1.9
35,4,0.4398159,1,100,R,1.4
35,4,0.6609396,1,100,R,1.9
35,4,0.6909209,1,16,R,2.3
35,4,0.6522652,1,72,R,0.9
35,4,0.6284179,0,44,R,1.9
35,4,0.6794329,0,44,R,0.9
35,4,0.661058,1,100,R,1.4
35,4,0.8101535,0,100,R,2.1
35,4,0.7251501,0,16,R,1.3
35,4,0.417027,1,72,R,1.1
35,4,0.5675923,0,72,R,1.8
35,4,0.591401,0,16,R,1.3
35,4,0.8058312,0,100,R,0.9
35,4,0.7460248,1,44,R,2.1
35,4,0.4992556,1,72,R,0.9
35,4,0.5557335,0,100,R,0.9
1,1,0.4913147,1,16,S,1.9
1,1,0.5116657,1,72,S,1.9
1,1,0.6668795,1,100,S,1.3
1,1,0.6856376,1,100,S,1.4
1,1,0.5001828,1,72,S,1.1
1,1,0.5575799,1,16,S,1.3
1,1,0.6179514,1,72,S,1.4
1,1,0.7103246,0,44,S,2.1
1,1,0.6555326,1,16,S,1.1
1,1,0.5969815,1,44,S,2.1
1,1,0.5743722,1,44,S,1.3
1,1,0.5741512,1,44,S,1.1
1,1,0.5646262,1,100,S,1.1
1,1,0.5754527,1,44,S,1.9
1,1,0.6498383,1,100,S,2.3
1,1,0.6698035,1,44,S,1.1
1,1,0.6529174,1,16,S,1.9
1,1,0.4624061,1,16,S,2.3
1,1,0.6181562,1,44,S,0.9
1,1,1.3524911,1,16,S,1.1
1,1,0.4104938,1,16,S,2.1
1,1,0.5572752,0,16,S,1.8
1,1,0.5356747,0,16,S,1.4
1,1,0.8341799,1,72,S,1.1
1,1,0.7587065,1,72,S,2.3
1,1,0.5936825,1,44,S,1.9
1,1,0.6365882,1,72,S,1.4
1,1,0.5841261,1,44,S,1.4
1,1,0.4623698,1,16,S,2.1
1,1,0.5688806,1,72,S,2.1
1,1,0.6001465,1,44,S,1.1
1,1,0.5187134,1,72,S,2.3
1,1,0.8222616,1,44,S,2.3
1,1,0.4547429,1,100,S,1.3
1,1,0.6184847,0,44,S,1.8
1,1,0.6509318,1,16,S,1.9
1,1,0.5192004,0,16,S,1.9
1,1,0.3278309,1,44,S,2.1
1,1,0.5731693,1,72,S,1.6
1,1,0.7699466,1,44,S,0.9
1,1,0.5174303,1,16,S,1.6
1,1,0.4904082,1,100,S,1.1
1,1,0.5510679,1,72,S,2.3
1,1,0.644831,1,16,S,1.3
1,1,1.0083689,0,44,S,1.3
1,1,0.6000564,1,16,S,1.9
1,1,0.4270778,1,72,S,1.3
1,1,0.5046595,1,16,S,2.1
1,1,0.4291745,1,72,S,0.9
1,1,0.5023577,1,44,S,1.8
1,1,0.716203,1,72,S,1.1
1,1,0.3858701,1,72,S,1.3
1,1,0.5442981,1,16,S,0.9
1,1,1.089181,0,16,S,1.8
1,1,0.557007,1,44,S,0.9
1,1,0.5597703,1,72,S,1.6
1,1,0.6236122,0,44,S,1.4
1,1,0.4869287,1,72,S,1.3
1,1,0.60927,0,16,S,2.1
1,1,0.5270234,1,72,S,1.4
1,1,0.5922467,0,16,S,0.9
1,1,0.5629041,0,16,S,1.6
1,1,0.5489998,0,16,S,1.3
1,1,0.5569363,1,72,S,1.8
1,1,0.5037048,1,16,S,2.3
1,1,0.4626574,1,16,S,1.8
1,1,0.4907977,1,100,S,0.9
1,1,0.5145348,0,44,S,1.1
1,1,0.5066224,1,44,S,0.9
1,1,0.6111406,1,72,S,1.9
1,1,0.7664938,0,44,S,1.1
1,1,0.5320375,1,72,S,1.3
1,1,0.3613501,1,72,S,1.4
1,1,0.5801168,0,100,S,1.6
1,1,0.3259018,1,100,S,1.1
1,1,0.3774962,1,16,S,2.3
1,2,0.6650858,1,16,S,1.3
1,2,0.5777445,1,16,S,1.3
1,2,0.5977306,1,72,S,2.3
1,2,0.5961606,1,16,S,2.1
1,2,0.6096276,1,72,S,2.1
1,2,0.527407,1,72,S,1.3
1,2,0.5185172,1,16,S,1.9
1,2,0.5003012,1,16,S,1.3
1,2,0.4541873,1,44,S,1.9
1,2,0.5772218,1,44,S,2.3
1,2,0.8138261,1,72,S,1.4
1,2,0.6352711,1,100,S,0.9
1,2,0.5790408,1,16,S,1.3
1,2,0.4875886,1,16,S,1.8
1,2,0.5152854,1,44,S,2.3
1,2,0.6042134,1,100,S,1.1
1,2,0.530853,1,100,S,1.1
1,2,0.5557462,1,100,S,1.6
1,2,0.5482987,1,44,S,1.4
1,2,0.5465339,1,100,S,1.6
1,2,0.5007757,1,44,S,1.1
1,2,0.5315623,1,100,S,1.3
1,2,0.4877349,1,100,S,2.1
1,2,0.5239635,1,72,S,1.3
1,2,0.5169813,1,16,S,1.1
1,2,0.5111929,1,44,S,0.9
1,2,0.519399,1,44,S,2.1
1,2,0.4971713,1,44,S,1.9
1,2,0.4231642,1,44,S,1.8
1,2,0.6076456,0,16,S,1.8
1,2,0.589998,1,16,S,1.4
1,2,0.4784199,1,44,S,1.1
1,2,0.7717964,1,44,S,1.9
1,2,0.5458583,1,16,S,1.3
1,2,0.5133531,1,16,S,2.3
1,2,0.5679293,1,16,S,0.9
1,2,0.5253008,0,16,S,1.6
1,2,0.4983376,1,100,S,1.3
1,2,0.3762807,0,100,S,0.9
1,2,0.7886909,1,72,S,0.9
1,2,0.4837362,1,72,S,2.3
1,2,0.352286,1,44,S,1.1
1,2,0.3889935,1,72,S,1.3
1,2,0.4066174,1,16,S,1.9
1,2,0.3254711,1,16,S,1.6
1,2,0.5134922,1,44,S,1.6
1,2,0.3264665,1,44,S,2.1
1,2,0.3747498,1,16,S,2.3
1,2,0.3281765,1,100,S,2.1
1,2,0.5503218,1,100,S,1.1
1,2,0.4913931,1,72,S,1.3
1,2,0.5972251,1,100,S,2.3
1,2,0.5802596,1,44,S,1.4
1,2,0.6180083,1,16,S,1.8
1,2,0.4987318,1,72,S,1.1
1,2,0.5144536,1,44,S,2.1
1,2,0.5423008,0,16,S,1.1
1,2,0.5184643,1,100,S,1.3
1,2,0.4032136,1,72,S,1.4
1,2,0.4762383,1,72,S,0.9
1,2,0.5586942,1,16,S,0.9
1,2,0.6877027,1,44,S,1.9
1,2,1.1688368,1,44,S,2.3
1,2,0.50384,1,100,S,1.6
1,2,0.4319936,1,44,S,1.3
1,2,0.5527565,1,100,S,1.9
1,2,0.5554678,1,44,S,1.8
1,2,0.5551576,1,100,S,1.1
1,2,0.6015996,1,16,S,0.9
1,2,0.7188735,1,44,S,0.9
1,2,1.0157489,1,100,S,1.4
1,2,0.5278818,1,100,S,0.9
1,2,0.395686,1,100,S,1.9
1,2,0.4455978,1,100,S,1.3
1,2,0.5408662,1,100,S,2.1
1,3,0.4644507,1,16,S,2.1
1,3,0.2480443,1,72,S,2.1
1,3,0.5111592,1,72,S,0.9
1,3,0.5344121,1,72,S,1.4
1,3,0.3627267,1,44,S,2.3
1,3,0.4944078,0,16,S,1.9
1,3,0.4518667,1,16,S,1.3
1,3,0.3381662,1,100,S,1.3
1,3,0.5013435,1,100,S,1.8
1,3,0.4246171,1,16,S,0.9
1,3,0.4958074,1,100,S,1.1
1,3,0.4906199,1,100,S,1.1
1,3,0.4854765,1,72,S,1.3
1,3,0.4549898,1,100,S,2.3
1,3,0.4026467,1,100,S,1.4
1,3,0.4281235,1,16,S,1.1
1,3,0.3299218,1,100,S,1.8
1,3,0.4859347,1,72,S,1.4
1,3,0.3780499,1,44,S,1.8
1,3,0.3443351,1,100,S,1.4
1,3,0.2501223,1,72,S,2.3
1,3,0.5315556,1,100,S,2.3
1,3,0.4815364,1,72,S,1.8
1,3,0.4333912,1,16,S,1.4
1,3,0.5199226,0,16,S,1.9
1,3,0.5526499,1,72,S,1.3
1,3,0.5061941,1,44,S,1.4
1,3,0.3235851,1,100,S,1.8
1,3,0.4709657,1,44,S,1.4
1,3,0.2807744,1,72,S,1.4
1,3,0.500706,1,100,S,2.3
1,3,0.5674598,1,16,S,1.3
1,3,0.537348,1,16,S,1.9
1,3,0.3855974,1,72,S,1.6
1,3,0.5238372,1,100,S,1.6
1,3,0.5515339,1,100,S,1.4
1,3,0.4992799,1,72,S,1.1
1,3,0.701038,0,16,S,1.1
1,3,0.525303,1,16,S,2.1
1,3,0.5095798,1,16,S,2.3
1,3,0.3920368,1,44,S,2.3
1,3,0.3631966,1,72,S,2.1
1,3,0.4847348,1,44,S,1.9
1,3,0.58091,1,72,S,1.4
1,3,0.4218114,1,44,S,1.9
1,3,0.3214474,1,72,S,1.1
1,3,0.5579855,1,100,S,2.1
1,3,0.4475881,1,72,S,1.4
1,3,0.5256946,1,44,S,1.4
1,3,0.5922601,0,44,S,1.6
1,3,0.5682403,1,44,S,1.1
1,3,0.5011654,1,44,S,1.6
1,3,0.408428,1,100,S,2.1
1,3,0.5285328,0,44,S,1.4
1,3,0.8757353,1,44,S,1.8
1,3,0.4415001,1,100,S,1.1
1,3,0.3476378,1,44,S,2.1
1,3,0.4945641,1,16,S,2.1
1,3,0.4472241,1,44,S,2.1
1,3,0.4575683,1,100,S,1.3
1,3,0.4683679,1,100,S,0.9
1,3,0.413002,1,44,S,1.3
1,3,0.3256422,1,44,S,1.8
1,3,0.4827058,1,100,S,1.4
1,3,0.4061777,1,44,S,1.8
1,3,0.3552082,1,72,S,1.6
1,3,0.3875633,1,72,S,1.9
1,3,0.298961,1,16,S,1.1
1,3,0.5478072,1,100,S,1.9
1,3,0.4487544,1,72,S,1.8
1,3,0.707576,0,44,S,0.9
1,3,0.4075203,1,44,S,1.9
1,3,0.8491726,1,16,S,2.3
1,3,0.3195058,1,72,S,1.9
1,3,0.3289823,1,100,S,1.8
1,3,0.4303212,1,44,S,1.3
1,3,0.2064278,1,100,S,1.8
1,4,0.372458,1,44,S,1.4
1,4,0.9990087,1,44,S,1.4
1,4,0.3341924,1,72,S,2.1
1,4,0.6532227,0,16,S,0.9
1,4,0.252782,1,100,S,1.6
1,4,0.6285608,1,16,S,1.6
1,4,0.5105736,1,44,S,2.1
1,4,0.2887141,1,72,S,1.9
1,4,0.5802893,0,16,S,2.3
1,4,0.4151713,1,100,S,2.3
1,4,0.7453649,0,16,S,1.9
1,4,0.7036069,1,16,S,1.4
1,4,0.5072502,1,44,S,1.4
1,4,0.408689,1,100,S,1.8
1,4,0.5507029,1,72,S,1.6
1,4,0.3000584,1,100,S,1.6
1,4,0.4984507,1,44,S,1.1
1,4,0.5087795,1,72,S,0.9
1,4,0.4952563,1,44,S,1.8
1,4,0.6804174,1,16,S,0.9
1,4,0.5012418,1,72,S,1.4
1,4,0.4992289,1,100,S,1.8
1,4,0.4938205,1,16,S,0.9
1,4,0.3402373,1,100,S,1.6
1,4,0.3679873,1,44,S,1.3
1,4,0.5819084,1,16,S,1.4
1,4,0.501074,1,44,S,1.6
1,4,0.4195572,1,100,S,2.1
1,4,0.4842578,1,16,S,2.3
1,4,0.4741031,1,44,S,0.9
1,4,0.4695943,1,100,S,1.4
1,4,0.5157756,1,72,S,1.8
1,4,0.5281675,1,44,S,1.1
1,4,0.5246789,1,16,S,1.6
1,4,0.4007587,1,16,S,1.3
1,4,0.3653005,1,44,S,1.8
1,4,0.5329093,1,16,S,2.1
1,4,0.6284757,1,100,S,1.4
1,4,0.7010256,1,44,S,1.9
1,4,0.3702753,1,72,S,2.3
1,4,0.524906,1,72,S,1.9
1,4,0.5132151,1,16,S,2.3
1,4,0.4674022,1,44,S,1.6
1,4,0.3449776,1,72,S,1.6
1,4,0.3728896,1,100,S,1.1
1,4,0.3442117,1,72,S,1.1
1,4,0.4146529,1,100,S,1.3
1,4,0.5484832,1,16,S,1.4
1,4,0.5106988,1,44,S,1.8
1,4,0.3784484,1,72,S,2.1
1,4,0.3601306,1,72,S,0.9
1,4,0.5624281,0,16,S,2.1
1,4,0.4778979,0,16,S,1.4
1,4,0.2821948,1,44,S,1.8
1,4,0.6418143,1,16,S,1.3
1,4,0.4517798,1,44,S,2.3
1,4,0.5163233,1,100,S,1.1
1,4,0.3049342,1,100,S,1.6
1,4,0.2426215,1,100,S,0.9
1,4,0.4599482,1,100,S,1.6
1,4,0.3460226,1,72,S,0.9
1,4,0.3347823,1,16,S,1.3
1,4,0.450613,1,44,S,1.8
1,4,0.3782292,1,100,S,2.1
1,4,0.4949242,1,16,S,1.8
1,4,0.3111234,1,100,S,1.9
1,4,0.5280261,1,72,S,1.4
1,4,0.4928271,1,16,S,1.3
1,4,0.4794775,1,100,S,2.3
1,4,0.3990193,1,100,S,1.1
1,4,0.4846102,1,44,S,2.1
2,1,0.976711,0,16,S,1.3
2,1,1.1180252,1,72,S,1.9
2,1,1.2846748,0,44,S,0.9
2,1,1.7974865,1,100,S,1.9
2,1,0.6810201,1,100,S,1.6
2,1,0.8933816,1,44,S,1.8
2,1,1.6330808,1,72,S,1.8
2,1,0.7434813,1,16,S,0.9
2,1,0.8033509,1,72,S,0.9
2,1,0.8167843,1,44,S,1.9
2,1,1.0427926,1,16,S,1.1
2,1,0.8866484,1,100,S,2.3
2,1,0.8369891,1,100,S,1.3
2,1,1.0406866,1,72,S,1.4
2,1,0.7453163,1,100,S,2.3
2,1,0.7657036,1,16,S,1.3
2,1,0.6115794,1,44,S,2.3
2,1,0.8833281,1,16,S,1.4
2,1,0.6658136,1,100,S,2.3
2,1,0.8931966,1,100,S,1.3
2,1,0.8079081,1,100,S,2.1
2,1,1.5012521,1,44,S,1.9
2,1,0.9391693,1,100,S,1.9
2,1,1.0455459,1,16,S,1.1
2,1,1.1153634,1,72,S,1.4
2,1,1.0174262,1,16,S,2.3
2,1,0.947848,1,100,S,1.6
2,1,0.7004831,1,72,S,1.6
2,1,0.7892757,1,16,S,1.3
2,1,1.0238692,1,16,S,0.9
2,1,0.6409919,1,100,S,2.3
2,1,0.8204238,1,16,S,1.6
2,1,0.806633,1,100,S,2.1
2,1,0.7380303,1,72,S,2.1
2,1,0.8516732,1,16,S,2.1
2,1,0.644277,1,100,S,1.6
2,1,0.7227784,1,44,S,1.6
2,1,1.1965623,1,16,S,2.1
2,1,1.0230425,1,16,S,1.4
2,1,0.6909956,1,100,S,2.3
2,1,0.7164916,1,16,S,1.3
2,1,0.7915164,1,72,S,1.1
2,1,1.0989002,1,16,S,1.4
2,1,0.6692983,1,16,S,2.1
2,1,0.5586596,1,72,S,1.6
2,1,0.8616707,1,44,S,1.6
2,1,0.7949218,1,72,S,0.9
2,1,0.6369039,1,100,S,1.3
2,1,0.8380002,1,100,S,1.4
2,1,0.674238,1,100,S,2.1
2,1,0.739794,1,16,S,1.3
2,1,0.8025242,1,100,S,2.3
2,1,1.817519,1,44,S,1.6
2,1,0.9446556,1,72,S,1.9
2,1,1.148874,1,44,S,2.1
2,1,0.7668222,1,72,S,1.3
2,1,0.4793615,1,72,S,1.6
2,1,0.6752031,1,44,S,1.1
2,1,0.8868105,1,100,S,1.4
2,1,0.6076601,1,16,S,2.1
2,1,0.6802074,1,44,S,1.4
2,1,0.5558809,1,72,S,1.8
2,1,0.772713,1,100,S,1.1
2,1,0.7674564,1,72,S,1.9
2,1,0.7594515,1,100,S,1.6
2,1,0.6287956,1,100,S,2.3
2,1,0.7770949,1,16,S,1.6
2,1,1.5173429,1,72,S,0.9
2,1,0.8426325,1,100,S,2.1
2,1,1.3871346,1,44,S,1.6
2,1,0.6885515,1,100,S,1.8
2,2,1.3077487,1,100,S,2.3
2,2,1.6838142,0,16,S,1.6
2,2,0.6712387,1,72,S,1.3
2,2,1.0135537,1,16,S,0.9
2,2,0.9662995,1,44,S,2.1
2,2,0.8940593,1,44,S,1.9
2,2,1.2204242,1,72,S,1.9
2,2,1.298216,1,72,S,1.3
2,2,1.2715716,1,16,S,1.8
2,2,1.0947685,1,44,S,1.9
2,2,0.8607653,1,72,S,1.4
2,2,0.8525957,1,16,S,1.8
2,2,0.8446113,1,100,S,0.9
2,2,1.011639,1,44,S,2.3
2,2,0.6003676,1,72,S,0.9
2,2,0.748484,1,100,S,1.9
2,2,1.3359793,1,16,S,1.1
2,2,1.1436409,1,16,S,0.9
2,2,0.7219652,1,44,S,1.9
2,2,0.9716704,1,16,S,1.4
2,2,0.9223771,1,44,S,1.6
2,2,0.690523,1,100,S,1.4
2,2,0.9657064,1,44,S,1.8
2,2,0.7581936,1,16,S,1.9
2,2,1.3732836,1,72,S,1.6
2,2,0.7923737,1,72,S,1.8
2,2,0.7237614,1,16,S,2.1
2,2,0.7164369,1,72,S,1.3
2,2,0.8023218,1,100,S,1.1
2,2,0.7065953,1,16,S,1.9
2,2,0.9503079,1,44,S,1.6
2,2,1.0252959,1,72,S,1.8
2,2,1.6142475,1,16,S,1.6
2,2,0.8448844,1,100,S,0.9
2,2,0.6206346,1,16,S,2.1
2,2,0.6383392,1,72,S,1.8
2,2,0.5697748,1,72,S,1.9
2,2,0.724018,1,72,S,1.3
2,2,0.8770368,1,44,S,1.9
2,2,0.74008,1,44,S,1.6
2,2,1.7840997,1,16,S,1.9
2,2,0.9368265,1,72,S,1.8
2,2,0.8720206,1,72,S,1.6
2,2,0.6159212,1,100,S,2.1
2,2,0.5036121,1,44,S,1.8
2,2,1.9811434,0,16,S,1.3
2,2,0.6583574,1,72,S,1.9
2,2,0.7366985,1,16,S,1.9
2,2,0.6707331,1,100,S,1.8
2,2,0.8138636,1,16,S,1.9
2,2,0.617993,1,44,S,1.4
2,2,0.9897976,1,44,S,0.9
2,2,0.9407876,1,100,S,1.6
2,2,0.8890226,1,100,S,1.3
2,2,1.1103547,1,16,S,2.3
2,2,0.7569413,1,72,S,1.1
2,2,1.2961644,1,44,S,2.1
2,2,1.3686152,1,16,S,1.8
2,2,0.7614539,1,72,S,1.1
2,2,1.2405091,1,44,S,1.8
2,2,0.908541,1,72,S,1.3
2,2,0.8251344,1,44,S,1.9
2,2,0.8790548,1,100,S,1.4
2,2,0.9267372,1,44,S,1.8
2,2,1.1103181,1,100,S,1.3
2,2,1.0670311,0,16,S,1.3
2,2,1.0481996,0,16,S,1.9
2,2,1.4041837,1,100,S,2.3
2,2,0.8894064,1,44,S,2.1
2,2,0.9740863,1,100,S,1.3
2,2,0.9507766,1,100,S,1.9
2,2,1.2193126,1,16,S,1.9
2,2,0.7584748,1,16,S,1.3
2,2,0.8165414,1,100,S,1.9
2,2,1.0678122,1,72,S,1.4
2,3,1.003182,1,100,S,2.1
2,3,0.9063679,1,100,S,2.3
2,3,0.6323888,1,72,S,1.4
2,3,0.8605813,1,72,S,1.8
2,3,0.911064,1,44,S,1.8
2,3,1.1721482,1,100,S,1.8
2,3,0.8216659,1,72,S,2.1
2,3,0.9118855,1,44,S,2.3
2,3,0.9728896,1,44,S,1.4
2,3,0.4627352,1,72,S,1.6
2,3,1.3031998,1,16,S,1.8
2,3,1.274687,1,44,S,2.3
2,3,2.3131626,0,100,S,0.9
2,3,1.3618478,0,44,S,1.4
2,3,1.4667271,1,16,S,1.9
2,3,0.6247546,1,72,S,2.3
2,3,0.8719083,1,100,S,1.1
2,3,1.5070532,1,100,S,1.8
2,3,1.6376307,1,72,S,0.9
2,3,1.8614794,1,44,S,0.9
2,3,0.7844073,1,100,S,0.9
2,3,1.6737274,1,72,S,0.9
2,3,1.8312384,1,100,S,1.9
2,3,0.7586178,1,100,S,0.9
2,3,1.0305927,0,44,S,1.8
2,3,0.6030515,1,72,S,1.9
2,3,0.8756167,1,44,S,2.1
2,3,1.2392661,1,16,S,1.6
2,3,0.7729732,1,44,S,2.3
2,3,0.9708202,1,100,S,1.4
2,3,1.4539168,1,16,S,2.3
2,3,0.9206687,1,44,S,2.3
2,3,0.6585086,1,72,S,1.3
2,3,0.7372011,1,100,S,1.9
2,3,1.1381143,1,16,S,1.9
2,3,1.6645307,1,16,S,1.3
2,3,0.8831715,1,72,S,1.9
2,3,1.5627746,0,16,S,1.3
2,3,1.7788301,1,72,S,1.8
2,3,0.9941172,1,44,S,0.9
2,3,1.2203457,1,72,S,1.3
2,3,1.1109592,1,16,S,1.3
2,3,0.6614734,1,72,S,1.4
2,3,0.7806842,1,72,S,2.3
2,3,0.9337342,1,72,S,1.8
2,3,1.1087655,1,44,S,1.3
2,3,1.1583007,1,16,S,1.8
2,3,0.9088102,1,72,S,1.1
2,3,0.9965643,1,44,S,1.1
2,3,0.7949457,1,16,S,0.9
2,3,1.615793,0,16,S,2.3
2,3,0.859742,1,100,S,1.9
2,3,0.702426,1,100,S,2.3
2,3,0.7728037,1,100,S,1.1
2,3,1.9016689,1,16,S,1.8
2,3,0.6277829,1,100,S,1.8
2,3,0.8951463,1,16,S,1.1
2,3,1.2249807,1,72,S,1.9
2,3,0.4882498,1,72,S,1.3
2,3,0.9761446,1,44,S,1.4
2,3,0.9134991,1,100,S,2.3
2,3,0.6510184,1,44,S,2.1
2,3,0.9388367,1,16,S,0.9
2,3,1.3497289,0,16,S,1.4
2,3,0.8561434,1,100,S,1.4
2,3,0.938587,1,100,S,2.3
2,3,1.3977715,0,16,S,2.3
2,3,0.8532806,1,72,S,1.6
2,3,1.4981873,1,100,S,2.1
2,3,1.216998,0,16,S,2.3
2,3,0.9150403,1,100,S,1.4
2,3,1.4236959,1,16,S,0.9
2,3,0.6963278,1,100,S,1.3
2,3,0.8925084,1,72,S,1.3
2,3,0.9142927,1,72,S,2.3
2,4,0.7014059,0,16,S,2.1
2,4,0.7688912,0,16,S,0.9
2,4,0.874686,1,16,S,0.9
2,4,1.0238993,1,72,S,1.3
2,4,0.5613274,1,100,S,1.4
2,4,0.2947311,1,72,S,0.9
2,4,0.6613218,1,16,S,1.4
2,4,0.5044702,1,72,S,1.6
2,4,0.4412657,1,100,S,2.1
2,4,0.6103807,0,16,S,1.6
2,4,0.5959518,1,100,S,1.6
2,4,0.640267,1,16,S,2.1
2,4,0.4470114,1,72,S,1.3
2,4,0.5570377,1,16,S,1.9
2,4,0.6685278,1,44,S,0.9
2,4,0.9004617,1,44,S,1.4
2,4,0.8201611,0,16,S,0.9
2,4,0.6541597,1,16,S,1.9
2,4,0.7151877,1,72,S,1.4
2,4,0.8244754,1,72,S,1.1
2,4,0.5901431,1,16,S,1.6
2,4,0.5972101,1,16,S,1.8
2,4,0.7761606,0,16,S,1.1
2,4,0.6278729,1,72,S,1.1
2,4,0.959224,1,100,S,1.1
2,4,0.7152502,1,100,S,1.9
2,4,0.8834595,1,44,S,1.4
2,4,0.7232209,1,44,S,1.4
2,4,0.9335051,0,16,S,1.3
2,4,1.2881321,1,100,S,1.8
2,4,0.8481884,1,44,S,1.9
2,4,0.5438188,1,72,S,2.1
2,4,0.9453047,0,16,S,1.3
2,4,0.7551104,1,100,S,2.1
2,4,0.5586779,1,44,S,2.3
2,4,0.6503962,1,44,S,0.9
2,4,0.5667658,1,100,S,1.6
2,4,0.9460226,1,72,S,1.4
2,4,0.4015023,1,72,S,1.6
2,4,0.5269909,1,100,S,2.1
2,4,0.4480853,1,72,S,1.3
2,4,0.585952,1,16,S,2.3
2,4,0.5634105,1,44,S,1.3
2,4,0.4037704,1,100,S,1.8
2,4,0.4377447,1,72,S,1.9
2,4,0.4888818,1,16,S,1.9
2,4,1.1636402,1,16,S,2.3
2,4,0.6903518,1,100,S,1.8
2,4,0.6558547,1,16,S,1.4
2,4,0.5291278,1,100,S,1.3
2,4,1.6416205,0,44,S,2.3
2,4,0.6188739,1,44,S,1.9
2,4,0.6945383,1,100,S,2.1
2,4,0.5144591,1,72,S,1.9
2,4,1.0205026,1,44,S,0.9
2,4,0.6618923,1,100,S,1.4
2,4,0.817958,1,72,S,2.3
2,4,0.8862729,1,16,S,1.9
2,4,0.4648985,1,72,S,1.4
2,4,0.4346194,1,72,S,1.1
2,4,0.4948695,1,72,S,1.8
2,4,0.3558206,1,16,S,2.1
2,4,0.3648398,1,72,S,0.9
2,4,0.5035488,1,72,S,2.3
2,4,0.7503432,0,16,S,2.1
2,4,0.4329936,1,100,S,0.9
2,4,0.3308743,1,72,S,1.3
2,4,0.2777792,1,44,S,2.1
2,4,0.9108395,1,16,S,2.1
2,4,0.5427255,1,44,S,1.8
2,4,0.6245386,1,16,S,2.3
2,4,0.6696122,1,16,S,0.9
2,4,0.5478603,1,72,S,1.4
2,4,0.5331284,1,16,S,2.3
2,4,1.0021826,1,44,S,1.3
2,4,0.4270855,1,16,S,1.9
3,1,0.7873756,1,16,S,1.1
3,1,0.8943917,1,100,S,2.1
3,1,1.0222339,1,44,S,2.3
3,1,0.524546,1,72,S,1.1
3,1,1.7440689,1,72,S,0.9
3,1,0.6709563,1,44,S,1.3
3,1,1.3549036,1,16,S,0.9
3,1,0.6593609,1,44,S,1.4
3,1,1.6378191,0,16,S,0.9
3,1,1.7995193,1,72,S,1.8
3,1,1.5460013,1,72,S,1.9
3,1,0.9416059,1,44,S,1.8
3,1,0.5834856,1,72,S,2.1
3,1,1.3239779,1,44,S,0.9
3,1,0.6958423,1,72,S,2.3
3,1,1.3301647,1,16,S,1.9
3,1,0.7078921,1,72,S,2.1
3,1,1.1707493,1,16,S,1.8
3,1,1.0550303,0,16,S,0.9
3,1,0.9544601,1,44,S,1.3
3,1,0.6291339,1,100,S,1.1
3,1,0.6445769,1,44,S,1.9
3,1,0.4035137,1,100,S,2.1
3,1,0.6239673,1,100,S,1.1
3,1,0.3983679,1,16,S,1.1
3,1,0.4352089,1,72,S,1.9
3,1,0.6872149,1,100,S,1.4
3,1,0.908319,1,100,S,0.9
3,1,0.4175896,1,72,S,2.3
3,1,0.4713232,1,72,S,1.3
