subject,block,rt,response,duration,hist,rsi
19,3,0.4845676,0,0.5,R,1.3
19,3,0.5405915,0,0.5,R,1.4
19,3,0.243684,1,0.7,R,1.3
19,3,0.3730528,1,0.6,R,1.4
19,3,0.3251587,0,0.2,R,0.9
19,3,0.2768658,1,0.6,R,1.6
19,3,0.2894408,0,0.3,R,1.8
19,3,0.4323926,0,0.7,R,1.4
19,3,0.2682727,1,0.7,R,1.4
19,3,0.476276,0,0.4,R,2.3
19,3,0.3523845,0,0.2,R,2.3
19,3,0.2523278,0,0.3,R,1.6
19,3,0.7214769,0,0.5,R,1.1
19,3,0.260576,0,0.4,R,2.1
19,3,0.5052807,0,0.4,R,1.1
19,3,0.5889592,0,0.3,R,1.3
19,3,0.28828,1,0.8,R,1.6
19,3,0.3003019,0,0.3,R,1.4
19,3,0.3133178,1,0.7,R,1.4
19,3,0.5170639,0,0.2,R,1.4
19,3,0.6048424,1,0.6,R,2.3
19,4,0.3041736,1,0.6,R,2.1
19,4,0.328261,0,0.7,R,0.9
19,4,0.1764929,1,0.8,R,1.1
19,4,0.3731394,0,0.2,R,0.9
19,4,0.2888474,1,0.4,R,1.3
19,4,0.2973788,1,0.4,R,1.4
19,4,0.2551439,0,0.4,R,2.3
19,4,0.3535444,1,0.2,R,1.3
19,4,0.5842426,0,0.6,R,1.1
19,4,0.3481176,0,0.3,R,2.3
19,4,0.2729392,0,0.6,R,0.9
19,4,0.3012125,0,0.4,R,1.3
19,4,0.3620441,0,0.2,R,1.6
19,4,0.4125693,0,0.4,R,2.3
19,4,0.2440367,1,0.7,R,1.1
19,4,0.3045146,0,0.2,R,1.9
19,4,0.297209,1,0.5,R,1.3
19,4,0.2295237,0,0.2,R,1.6
19,4,0.105426,0,0.5,R,1.1
19,4,0.2481361,1,0.4,R,1.4
19,4,0.1282593,1,0.6,R,1.4
19,4,0.3573834,1,0.4,R,1.8
19,4,0.2490217,1,0.5,R,1.3
19,4,0.2169088,1,0.8,R,2.3
19,4,0.4960677,0,0.4,R,1.4
19,4,0.2651518,0,0.3,R,1.1
19,4,0.2843634,0,0.5,R,2.3
19,4,0.2643967,1,0.6,R,0.9
19,4,0.2164441,1,0.8,R,1.6
19,4,0.3525903,0,0.2,R,1.4
19,4,0.4205932,0,0.2,R,1.8
19,4,0.2571992,1,0.3,R,2.1
19,4,0.4291491,0,0.3,R,2.3
19,4,0.3293376,0,0.3,R,1.3
19,4,0.3132392,0,0.2,R,1.9
19,4,0.324648,1,0.7,R,0.9
19,4,0.4573398,0,0.4,R,2.1
19,4,0.299355,1,0.7,R,2.3
19,4,0.261442,0,0.4,R,1.6
19,4,0.2649985,0,0.5,R,0.9
19,4,0.4001586,1,0.7,R,0.9
19,4,0.409169,0,0.3,R,1.8
19,4,0.9853041,0,0.4,R,1.1
19,4,0.5307408,1,0.8,R,1.4
19,4,0.2899174,1,0.6,R,2.3
19,4,0.3490277,1,0.5,R,0.9
19,4,0.284981,1,0.4,R,2.3
19,4,0.2223213,1,0.7,R,1.6
19,4,0.3129916,0,0.3,R,1.3
19,4,0.2611188,1,0.8,R,1.3
19,4,0.272354,1,0.7,R,1.3
19,4,0.3090275,0,0.3,R,1.1
19,4,0.2329558,1,0.8,R,2.1
19,4,0.4264759,0,0.2,R,2.1
19,4,0.3213601,0,0.2,R,1.3
19,4,0.320132,0,0.3,R,2.1
19,4,0.3051154,1,0.6,R,1.4
19,4,0.4449587,1,0.5,R,1.6
19,4,0.2929903,1,0.5,R,2.1
19,4,0.2720748,0,0.3,R,0.9
19,4,0.4330662,1,0.6,R,1.3
19,4,0.6368189,0,0.6,R,1.4
19,4,0.5289808,0,0.3,R,1.8
19,4,0.3925468,0,0.4,R,1.8
19,4,0.3167789,0,0.3,R,1.1
19,4,0.3645884,0,0.5,R,2.3
19,4,0.3560702,1,0.6,R,1.9
19,4,0.3444213,0,0.4,R,1.3
19,4,0.341398,1,0.6,R,0.9
19,4,0.3531625,1,0.8,R,1.3
19,4,0.3842549,1,0.8,R,1.8
20,1,0.2289527,1,0.8,R,1.3
20,1,0.1854918,1,0.6,R,1.8
20,1,0.2327479,0,0.3,R,1.1
20,1,0.1490806,1,0.7,R,1.1
20,1,0.2539913,1,0.4,R,1.9
20,1,0.1730139,1,0.7,R,1.9
20,1,0.5609895,0,0.4,R,2.1
20,1,0.2373146,1,0.5,R,1.4
20,1,0.4729168,0,0.3,R,1.8
20,1,0.0860553999999998,1,0.6,R,2.3
20,1,0.060927,1,0.8,R,2.1
20,1,0.2131383,1,0.7,R,1.6
20,1,0.1130813,1,0.7,R,2.1
20,1,0.2131366,1,0.5,R,1.1
20,1,0.1325883,1,0.7,R,0.9
20,1,0.4935726,0,0.3,R,0.9
20,1,0.1132032,1,0.8,R,2.1
20,1,0.4154281,1,0.3,R,0.9
20,1,0.4170606,0,0.2,R,1.6
20,1,0.4457833,0,0.2,R,1.8
20,1,0.2201163,1,0.4,R,1.9
20,1,0.2016399,1,0.5,R,1.4
20,1,0.1650753,1,0.5,R,1.4
20,1,0.2208173,1,0.7,R,1.9
20,1,0.4611796,0,0.3,R,1.4
20,1,0.209471,1,0.6,R,0.9
20,1,0.1530027,1,0.7,R,1.1
20,1,0.1527524,1,0.6,R,0.9
20,1,0.4649156,0,0.3,R,0.9
20,1,1.5882561,1,0.7,R,0.9
20,1,0.12509,1,0.8,R,1.1
20,1,0.2530508,0,0.3,R,2.1
20,1,0.3770242,1,0.4,R,2.1
20,1,0.4320841,0,0.2,R,1.1
20,1,0.2051039,0,0.3,R,1.9
20,1,0.1733033,1,0.6,R,1.8
20,1,0.3729358,1,0.4,R,1.3
20,1,0.2248215,1,0.6,R,1.3
20,1,0.4282262,0,0.3,R,0.9
20,1,0.344802,0,0.3,R,1.4
20,1,0.1931974,1,0.8,R,1.6
20,1,0.453095,0,0.2,R,0.9
20,1,0.3016574,1,0.4,R,1.6
20,1,0.5168933,0,0.5,R,1.4
20,1,0.373153,0,0.2,R,2.1
20,1,0.0622157000000003,1,0.7,R,1.1
20,1,0.2363641,1,0.5,R,1.1
20,1,0.4451492,0,0.3,R,1.6
20,1,0.301899,1,0.4,R,1.9
20,1,0.1959467,1,0.7,R,1.9
20,1,0.3850269,0,0.5,R,0.9
20,1,0.3495687,0,0.3,R,1.9
20,1,0.2488313,1,0.6,R,2.1
20,1,0.3049359,1,0.6,R,1.1
20,1,0.0691297999999998,1,0.7,R,2.1
20,1,0.4010865,0,0.2,R,2.1
20,2,0.5193973,0,0.6,R,1.6
20,2,0.4437717,0,0.2,R,1.4
20,2,0.3773534,1,0.7,R,1.4
20,2,0.6923958,0,0.5,R,2.3
20,2,0.3962729,0,0.4,R,2.3
20,2,0.422112,0,0.4,R,1.1
20,2,0.2802679,1,0.8,R,2.3
20,2,0.4838393,0,0.5,R,1.8
20,2,0.4169595,0,0.3,R,1.9
20,2,0.4340643,0,0.4,R,2.1
20,2,1.107373,0,0.7,R,1.4
20,2,0.4531226,1,0.4,R,2.3
20,2,0.6663243,0,0.4,R,1.8
20,2,0.5333747,0,0.5,R,1.3
20,2,0.3217907,1,0.6,R,1.4
20,2,0.4693567,0,0.2,R,1.3
20,2,0.2822512,1,0.6,R,1.3
20,2,0.5371968,0,0.2,R,2.1
20,2,0.5159794,0,0.2,R,1.3
20,2,0.3997352,1,0.7,R,1.8
20,2,0.5622291,0,0.5,R,1.1
20,2,0.2976578,1,0.7,R,2.1
20,2,0.5494455,0,0.5,R,2.3
20,2,0.4369914,0,0.2,R,1.6
20,2,0.7213042,1,0.5,R,1.6
20,2,0.2248768,1,0.7,R,1.8
20,2,0.2418428,1,0.8,R,1.6
20,2,2.4998059,1,0.4,R,1.6
20,2,0.901622,1,0.6,R,2.1
20,2,0.2329792,1,0.8,R,1.3
20,2,0.273364,1,0.8,R,1.4
20,2,0.528863,0,0.5,R,1.1
20,2,0.4408302,0,0.2,R,2.3
20,2,0.5402117,0,0.2,R,1.8
20,2,0.5692443,0,0.5,R,0.9
20,2,0.4688614,0,0.4,R,0.9
20,2,0.4838129,0,0.6,R,1.1
20,2,0.4525757,0,0.2,R,1.8
20,2,0.3958747,0,0.3,R,0.9
20,2,0.2372428,1,0.8,R,1.3
20,2,0.5974916,0,0.6,R,1.3
20,2,0.4896546,0,0.4,R,1.1
20,2,0.3200651,0,0.3,R,1.9
20,2,0.5449131,0,0.6,R,1.1
20,2,0.3256307,1,0.6,R,1.9
20,2,0.3450957,0,0.2,R,1.8
20,2,0.421971,1,0.6,R,2.1
20,2,0.7971389,1,0.6,R,0.9
20,2,0.4848751,1,0.6,R,1.1
20,2,0.2248564,1,0.8,R,2.3
20,2,0.6177851,0,0.3,R,1.1
20,2,0.3850522,0,0.2,R,2.1
20,2,0.3333139,1,0.5,R,2.1
20,2,0.2088959,1,0.7,R,1.3
20,2,0.324888,0,0.3,R,1.8
20,2,0.2891083,1,0.7,R,2.1
20,2,0.344926,0,0.5,R,1.9
20,2,0.3251344,0,0.2,R,1.1
20,2,0.2290204,1,0.8,R,1.3
20,2,0.249078,1,0.8,R,1.1
20,2,0.4570455,0,0.4,R,1.1
20,2,0.5967104,1,0.7,R,1.8
20,2,0.4978278,0,0.5,R,2.3
20,2,0.4214832,0,0.4,R,1.9
20,2,0.4855108,1,0.7,R,2.1
20,2,0.4518508,0,0.5,R,2.1
20,2,1.8249955,1,0.5,R,1.6
20,2,0.4645229,0,0.2,R,2.3
20,2,0.4932758,0,0.5,R,0.9
20,2,0.2999784,0,0.6,R,1.1
20,2,0.4530876,0,0.3,R,0.9
20,2,0.125081,1,0.7,R,1.6
20,2,0.1972029,1,0.8,R,2.1
20,2,0.2372164,1,0.8,R,1.8
20,2,0.1973628,1,0.8,R,1.4
20,2,2.0568695,1,0.7,R,1.9
20,2,0.4527556,0,0.5,R,1.3
20,2,0.6241432,0,0.5,R,1.9
20,3,0.4218163,1,0.5,R,1.9
20,3,0.6052827,0,0.4,R,0.9
20,3,0.2101611,1,0.6,R,1.4
20,3,0.2609403,1,0.8,R,1.1
20,3,0.4530097,0,0.5,R,2.3
20,3,0.2449494,1,0.7,R,1.9
20,3,0.4809388,0,0.4,R,1.3
20,3,0.4732304,1,0.6,R,1.9
20,3,0.4806139,0,0.2,R,0.9
20,3,0.5656555,0,0.3,R,0.9
20,3,0.3238962,1,0.4,R,1.1
20,3,0.1758245,1,0.8,R,2.3
20,3,0.193223,1,0.8,R,0.9
20,3,0.2321539,1,0.6,R,0.9
20,3,1.1018797,1,0.4,R,2.1
20,3,0.6019009,0,0.4,R,0.9
20,3,0.5450211,0,0.5,R,1.9
20,3,0.2283876,1,0.6,R,1.6
20,3,0.5017116,0,0.4,R,1.9
20,3,0.1365649,1,0.8,R,0.9
20,3,0.4020118,0,0.6,R,1.3
20,3,0.436738,0,0.3,R,1.8
20,3,0.2891848,0,0.3,R,1.1
20,3,0.3885685,1,0.7,R,1.8
20,3,0.220958,1,0.6,R,0.9
20,3,0.4370955,0,0.5,R,1.3
20,3,0.3367694,1,0.7,R,2.3
20,3,0.3898223,0,0.3,R,1.9
20,3,0.2931347,1,0.7,R,1.3
20,3,0.3366925,0,0.2,R,0.9
20,3,0.269119,1,0.6,R,1.6
20,3,0.4328321,0,0.5,R,1.8
20,3,0.4689237,0,0.3,R,1.1
20,3,0.1691561,1,0.8,R,0.9
20,3,0.9931455,0,0.5,R,1.9
20,3,0.2454838,1,0.7,R,0.9
20,3,0.4614857,0,0.5,R,1.1
20,3,0.4651863,0,0.3,R,1.9
20,3,0.2849792,1,0.5,R,1.3
20,3,0.3492231,1,0.4,R,0.9
20,3,0.2298644,1,0.7,R,1.8
20,3,0.1728321,1,0.8,R,1.1
20,3,0.5576608,0,0.5,R,1.4
20,3,0.5015292,0,0.4,R,1.6
20,3,0.2859117,0,0.2,R,1.9
20,3,0.4649155,0,0.4,R,1.9
20,3,0.5251255,0,0.3,R,1.6
20,3,0.1324651,1,0.8,R,2.1
20,3,0.3805914,0,0.2,R,0.9
20,3,0.173136,1,0.8,R,1.6
20,3,0.5209807,0,0.5,R,1.3
20,3,0.3480093,1,0.6,R,0.9
20,3,0.2887504,1,0.6,R,1.8
20,3,0.7447063,1,0.6,R,1.8
20,3,0.6879786,1,0.5,R,1.6
20,3,0.5568999,0,0.5,R,1.9
20,3,0.2130753,1,0.8,R,1.1
20,3,0.2401549,1,0.8,R,1.8
20,3,0.3170873,0,0.4,R,2.1
20,3,0.2649808,1,0.8,R,1.9
20,3,0.4318803,1,0.8,R,1.6
20,3,0.4688382,0,0.4,R,1.4
20,3,0.3249782,0,0.2,R,1.1
20,3,0.3368896,0,0.4,R,1.4
20,3,0.3330367,1,0.6,R,0.9
20,3,0.4170945,0,0.2,R,1.6
20,3,0.1977178,1,0.8,R,1.9
20,3,0.4250718,1,0.8,R,1.3
20,3,1.740862,1,0.4,R,1.9
20,3,0.8161451,0,0.2,R,2.3
20,3,0.5169889,0,0.5,R,1.8
20,3,0.4410523,0,0.2,R,1.9
20,3,0.6127781,0,0.5,R,1.6
20,3,1.001085,0,0.5,R,0.9
20,4,0.7460311,0,0.4,R,0.9
20,4,0.1754152,1,0.8,R,1.6
20,4,0.4166511,0,0.2,R,1.8
20,4,0.1168515,1,0.8,R,1.6
20,4,0.2396466,1,0.6,R,2.3
20,4,0.2359557,1,0.5,R,2.3
20,4,0.2984967,1,0.4,R,1.9
20,4,0.0734097,1,0.8,R,1.6
20,4,0.4810086,0,0.2,R,1.9
20,4,0.2364795,1,0.5,R,0.9
20,4,0.461197,0,0.2,R,1.3
20,4,0.2936497,0,0.3,R,1.6
20,4,0.2169538,1,0.6,R,1.9
20,4,0.1293204,1,0.8,R,2.3
20,4,0.2182247,1,0.6,R,1.6
20,4,0.1933684,1,0.8,R,1.4
20,4,0.476795,0,0.4,R,1.3
20,4,0.2048574,1,0.7,R,1.9
20,4,0.2095116,1,0.6,R,2.1
20,4,0.2844766,0,0.3,R,0.9
20,4,0.2738443,0,0.3,R,1.4
20,4,0.2560116,1,0.7,R,1.4
20,4,0.6969679,1,0.5,R,2.1
20,4,0.5251715,0,0.3,R,1.8
20,4,0.5130022,0,0.3,R,1.4
20,4,0.3451513,0,0.3,R,0.9
20,4,0.2855544,0,0.3,R,1.9
20,4,0.3411811,0,0.3,R,1.9
20,4,0.361043,0,0.2,R,1.3
20,4,0.2579529,0,0.4,R,0.9
20,4,0.2005761,1,0.6,R,1.1
20,4,0.1777176,1,0.8,R,1.9
20,4,0.4412128,0,0.4,R,1.8
20,4,0.1814448,1,0.6,R,1.6
20,4,0.3249653,1,0.5,R,2.3
20,4,0.4041497,0,0.2,R,2.3
20,4,0.2251291,1,0.6,R,1.1
20,4,0.4128268,1,0.5,R,0.9
20,4,0.2811945,0,0.3,R,1.9
20,4,0.3530943,0,0.2,R,2.1
20,4,0.1812961,1,0.5,R,1.1
20,4,0.2442547,1,0.6,R,1.3
20,4,0.4781712,0,0.3,R,2.3
20,4,0.1695089,1,0.8,R,2.3
20,4,0.4009993,0,0.2,R,1.6
20,4,0.1251559,1,0.6,R,2.3
20,4,0.2248461,1,0.7,R,2.1
20,4,0.1850951,1,0.6,R,1.8
20,4,0.2691992,1,0.6,R,0.9
20,4,0.2170423,1,0.6,R,1.8
20,4,1.5743148,1,0.8,R,1.1
20,4,0.2047964,1,0.7,R,1.4
20,4,0.4211792,0,0.2,R,1.6
20,4,0.1067735,1,0.7,R,0.9
20,4,0.3567832,0,0.2,R,1.3
20,4,0.2610645,1,0.6,R,1.9
20,4,0.2970906,1,0.6,R,0.9
20,4,0.2009069,1,0.8,R,1.3
20,4,0.5059037,0,0.4,R,1.9
20,4,0.2659137,1,0.4,R,1.9
20,4,0.1529732,1,0.7,R,1.8
20,4,0.280899,1,0.7,R,2.1
20,4,0.4169021,0,0.4,R,1.1
20,4,0.4969262,0,0.4,R,1.6
20,4,0.1094401,1,0.8,R,2.3
20,4,0.3930182,0,0.2,R,1.1
20,4,0.3960311,0,0.3,R,1.6
20,4,0.3528431,1,0.5,R,1.3
21,1,0.4447708,0,0.4,R,1.1
21,1,0.4318881,1,0.4,R,1.9
21,1,0.285369,1,0.5,R,1.9
21,1,0.3330575,1,0.6,R,1.3
21,1,0.5809776,0,0.2,R,1.3
21,1,0.5441855,0,0.2,R,1.6
21,1,0.2451585,1,0.7,R,1.6
21,1,0.5929379,1,0.6,R,1.1
21,1,0.7848133,1,0.4,R,1.3
21,1,1.1447676,1,0.4,R,1.6
21,1,0.5248819,0,0.2,R,1.9
21,1,0.7971008,1,0.7,R,1.6
21,1,0.7806689,0,0.4,R,1.9
21,1,0.7728446,1,0.4,R,1.1
21,1,0.7381448,0,0.2,R,1.9
21,1,0.5295008,1,0.8,R,1.8
21,1,0.5095585,1,0.6,R,1.8
21,1,0.2807857,1,0.8,R,1.6
21,1,0.6134764,0,0.2,R,1.9
21,1,0.7040751,1,0.6,R,2.1
21,1,0.5447604,0,0.2,R,1.3
21,1,0.6336734,0,0.3,R,1.3
21,1,0.6926648,1,0.5,R,2.1
21,1,0.1829818,1,0.7,R,0.9
21,1,0.7367539,0,0.3,R,2.1
21,1,0.6578192,0,0.2,R,2.1
21,1,0.5607212,0,0.2,R,1.1
21,1,0.580907,0,0.3,R,0.9
21,1,1.3058689,0,0.4,R,1.3
21,1,1.1055525,1,0.4,R,0.9
21,1,0.9122079,0,0.4,R,1.9
21,1,0.8364204,1,0.5,R,1.8
21,1,0.8971118,0,0.4,R,1.6
21,1,0.4930672,0,0.4,R,1.1
21,1,0.7218588,0,0.4,R,1.8
21,1,0.4729909,1,0.7,R,2.1
21,1,0.652656,1,0.6,R,1.1
21,1,0.8333682,1,0.6,R,0.9
21,1,0.9929133,0,0.2,R,1.1
21,1,0.3166082,1,0.7,R,1.9
21,1,0.7719919,0,0.4,R,1.3
21,1,0.2657278,1,0.7,R,1.1
21,1,1.3938129,1,0.6,R,1.9
21,1,1.2371927,0,0.3,R,0.9
21,1,0.3766628,1,0.5,R,2.3
21,1,0.1811478,1,0.8,R,1.4
21,1,0.0768724999999999,1,0.8,R,2.3
21,1,0.1409614,1,0.7,R,1.9
21,1,0.5140182,1,0.4,R,1.3
21,1,0.5847031,1,0.5,R,1.1
21,1,0.6527179,1,0.8,R,1.3
21,1,1.2327872,1,0.6,R,2.1
21,1,0.6209975,0,0.3,R,1.3
21,1,0.8046443,0,0.7,R,1.3
21,1,0.848313,0,0.4,R,1.4
21,1,0.6651493,1,0.7,R,0.9
21,1,0.4207453,1,0.7,R,0.9
21,1,0.5407947,1,0.5,R,1.4
21,1,0.3890138,1,0.7,R,1.9
21,1,0.2488492,1,0.8,R,0.9
21,1,0.8048393,0,0.5,R,1.4
21,1,0.2287943,1,0.7,R,1.3
21,1,0.3998452,1,0.6,R,1.4
21,1,0.8128722,0,0.2,R,1.8
21,1,0.6608501,0,0.3,R,1.9
21,1,0.3525396,1,0.7,R,2.1
21,1,0.4771503,1,0.5,R,1.3
21,1,1.2451592,1,0.4,R,1.9
21,1,0.6050112,0,0.3,R,1.6
21,1,0.6207379,0,0.2,R,1.6
21,1,0.4612033,1,0.6,R,1.1
21,1,0.7366766,1,0.6,R,2.3
21,1,0.4370355,1,0.7,R,2.3
21,1,0.328749,1,0.6,R,1.4
21,1,0.4340962,1,0.7,R,1.8
21,1,0.6498053,1,0.5,R,1.8
21,2,0.7837148,0,0.6,R,1.1
21,2,0.8568415,0,0.3,R,0.9
21,2,0.3969808,1,0.5,R,1.8
21,2,0.5851589,0,0.2,R,2.1
21,2,0.9808199,1,0.5,R,0.9
21,2,0.5086566,1,0.7,R,1.8
21,2,0.5394662,1,0.6,R,2.3
21,2,0.7212159,1,0.2,R,1.8
21,2,0.6774982,1,0.8,R,0.9
21,2,0.6527941,1,0.5,R,2.3
21,2,0.9478131,1,0.4,R,2.3
21,2,0.6937124,1,0.6,R,0.9
21,2,0.3968291,0,0.3,R,1.1
21,2,0.5847635,0,0.2,R,2.1
21,2,1.1461328,1,0.8,R,1.9
21,2,0.4128759,0,0.3,R,0.9
21,2,0.3328426,1,0.8,R,1.8
21,2,1.4409555,0,0.5,R,1.9
21,2,0.3441149,1,0.7,R,0.9
21,2,0.2727318,1,0.8,R,1.8
21,2,0.2447231,1,0.8,R,1.6
21,2,0.3000141,1,0.8,R,1.1
21,2,0.7251707,0,0.3,R,1.6
21,2,0.5211576,1,0.7,R,0.9
21,2,0.4087723,1,0.6,R,1.3
21,2,0.6490548,0,0.2,R,2.1
21,2,0.6542085,0,0.5,R,1.6
21,2,0.464004,0,0.4,R,1.8
21,2,0.649652,0,0.2,R,1.3
21,2,0.3449336,1,0.8,R,1.6
21,2,0.6134174,0,0.4,R,2.3
21,2,1.3688832,1,0.7,R,1.6
21,2,0.9289197,1,0.7,R,1.1
21,2,0.4808067,0,0.2,R,2.1
21,2,0.4968005,0,0.4,R,2.3
21,2,1.0219315,0,0.5,R,0.9
21,2,0.788868,1,0.7,R,1.1
21,2,1.3447959,0,0.6,R,1.4
21,2,0.5240566,1,0.7,R,2.1
21,2,0.5177713,1,0.5,R,2.3
21,2,0.831738,0,0.3,R,1.6
21,2,0.4809111,0,0.3,R,2.3
21,2,0.4330471,0,0.2,R,0.9
21,2,0.5684021,0,0.6,R,1.8
21,2,0.5567292,1,0.5,R,1.3
21,2,0.5165628,1,0.8,R,1.4
21,2,0.6729186,1,0.7,R,1.1
21,2,0.3761249,0,0.4,R,1.9
21,2,0.1850007,0,0.6,R,1.1
21,2,0.4415968,0,0.6,R,1.6
21,2,0.4928558,0,0.5,R,2.1
21,2,0.8018193,1,0.7,R,1.6
21,2,0.5256998,1,0.8,R,1.3
21,2,0.2088186,1,0.8,R,1.8
21,2,0.6289216,1,0.5,R,2.1
21,2,0.3967813,0,0.5,R,1.1
21,2,0.5604523,1,0.5,R,1.4
21,2,0.397181,0,0.8,R,1.9
21,2,0.7088156,0,0.7,R,2.1
21,2,0.8641047,0,0.2,R,2.1
21,2,0.6773443,1,0.5,R,1.9
21,2,0.4169298,1,0.5,R,1.6
21,2,1.8496144,0,0.6,R,2.1
21,2,0.3566881,1,0.5,R,2.3
21,2,0.5407171,1,0.7,R,1.6
21,2,0.8139814,0,0.5,R,1.9
21,3,0.3120981,1,0.8,R,1.9
21,3,0.6698982,0,0.3,R,1.9
21,3,0.2286343,1,0.7,R,1.9
21,3,0.6376162,0,0.3,R,1.1
21,3,0.6978246,0,0.4,R,1.3
21,3,0.5736186,0,0.4,R,1.4
21,3,0.493565,1,0.8,R,1.4
21,3,0.6727913,0,0.3,R,1.8
21,3,0.566075,0,0.2,R,1.4
21,3,0.5250886,1,0.5,R,2.1
21,3,0.6408834,1,0.5,R,1.8
21,3,0.6090584,1,0.6,R,2.3
21,3,0.5811715,0,0.2,R,1.1
21,3,0.3728194,1,0.5,R,1.1
21,3,0.6297869,1,0.6,R,1.9
21,3,0.6298645,0,0.3,R,0.9
21,3,0.8488122,1,0.5,R,1.4
21,3,0.5849597,1,0.5,R,1.4
21,3,0.7010588,0,0.3,R,1.1
21,3,0.6363123,0,0.3,R,1.6
21,3,0.6369602,0,0.2,R,2.1
21,3,0.7540368,1,0.7,R,1.1
21,3,0.7048146,1,0.8,R,1.8
21,3,0.465442,1,0.7,R,1.3
21,3,0.8530588,0,0.5,R,1.3
21,3,0.4050576,0,0.6,R,1.1
21,3,1.1689411,1,0.5,R,1.4
21,3,0.7771308,1,0.4,R,1.8
21,3,0.5811464,0,0.3,R,0.9
21,3,0.5320741,0,0.2,R,0.9
21,3,0.5910354,0,0.2,R,1.1
21,3,0.0967872999999999,1,0.8,R,1.8
21,3,0.380661,1,0.6,R,2.1
21,3,0.2847629,1,0.5,R,1.4
21,3,0.4769188,1,0.3,R,1.8
21,3,0.5929873,0,0.3,R,2.1
21,3,0.5971294,0,0.3,R,1.6
21,3,0.5025673,0,0.4,R,1.8
21,3,0.4971281,0,0.3,R,1.4
21,3,0.5369918,0,0.5,R,2.3
21,3,0.3456629,1,0.7,R,1.8
21,3,0.2287132,0,0.5,R,1.9
21,3,0.1331262,0,0.6,R,2.1
21,3,0.5208294,0,0.2,R,2.1
21,3,0.504967,0,0.2,R,1.8
21,3,0.0968897000000002,1,0.7,R,1.9
21,3,0.4693542,0,0.2,R,1.9
21,3,0.2936808,1,0.7,R,1.4
21,3,0.4409285,0,0.3,R,2.1
21,3,0.5258944,1,0.5,R,1.6
21,3,0.2972745,1,0.8,R,1.9
21,3,0.2328929,1,0.7,R,1.9
21,3,0.3050224,1,0.6,R,1.6
21,3,0.716003,0,0.4,R,0.9
21,3,0.2683923,1,0.7,R,1.3
21,3,0.248792,1,0.8,R,1.4
21,3,0.192824,1,0.7,R,2.1
21,3,0.5859892,0,0.2,R,2.1
21,3,0.2251151,1,0.6,R,0.9
21,3,0.645798,0,0.3,R,1.3
21,3,0.4449195,0,0.2,R,1.4
21,3,0.2557349,1,0.7,R,2.3
21,3,0.9647178,0,0.4,R,1.1
21,3,0.3929649,1,0.8,R,1.9
21,3,0.3126694,1,0.8,R,1.1
21,3,0.6089241,0,0.2,R,2.1
21,3,0.2807879,1,0.6,R,1.1
21,3,0.9082945,0,0.7,R,1.6
21,4,0.5047911,1,0.6,R,1.1
21,4,0.7048315,0,0.4,R,1.1
21,4,0.9610393,0,0.4,R,1.1
21,4,0.4408178,1,0.6,R,0.9
21,4,0.5169877,1,0.5,R,1.1
21,4,0.1890505,1,0.8,R,1.6
21,4,0.2371666,0,0.8,R,1.6
21,4,0.6531355,0,0.4,R,0.9
21,4,0.6133114,0,0.5,R,1.4
21,4,0.6447183,0,0.5,R,0.9
21,4,0.2980295,1,0.8,R,1.3
21,4,0.3721812,1,0.7,R,1.3
21,4,0.1503477,0,0.5,R,2.3
21,4,0.5969215,0,0.2,R,1.8
21,4,0.1967812,1,0.8,R,1.1
21,4,0.6126711,0,0.3,R,1.3
21,4,0.4778111,0,0.4,R,1.8
21,4,0.5930459,0,0.3,R,1.9
21,4,0.5048175,0,0.3,R,1.9
21,4,0.1771316,1,0.6,R,1.4
21,4,0.3409325,0,0.8,R,2.1
21,4,0.3924466,0,0.3,R,2.1
21,4,0.220836,0,0.7,R,1.9
21,4,0.5366945,0,0.2,R,1.4
21,4,0.7327323,0,0.4,R,0.9
21,4,0.6528607,1,0.5,R,0.9
21,4,0.2716725,0,0.7,R,1.3
21,4,0.1036918,1,0.6,R,1.9
21,4,0.104405,1,0.6,R,1.9
21,4,0.3894746,0,0.3,R,2.3
21,4,0.5937584,1,0.8,R,0.9
21,4,0.5569002,1,0.7,R,1.1
21,4,0.4687597,0,0.5,R,1.6
21,4,0.4729151,0,0.2,R,0.9
21,4,0.5358197,0,0.4,R,2.3
21,4,0.53683,0,0.5,R,1.3
21,4,0.5621333,0,0.2,R,1.9
21,4,0.4490096,0,0.2,R,1.1
21,4,0.4969655,1,0.6,R,1.3
21,4,0.4931837,0,0.5,R,1.9
21,4,0.5415648,0,0.3,R,1.3
21,4,0.1928891,1,0.6,R,2.3
21,4,0.7091515,0,0.5,R,1.4
21,4,0.0688436000000001,1,0.8,R,1.9
21,4,0.4648206,0,0.2,R,2.1
21,4,0.4808768,0,0.2,R,1.8
21,4,0.6160633,0,0.8,R,2.1
21,4,0.3408578,1,0.7,R,1.3
21,4,0.5772049,0,0.2,R,1.3
21,4,0.2931821,1,0.7,R,1.1
21,4,0.4482074,0,0.6,R,0.9
21,4,0.4543091,0,0.3,R,1.9
21,4,0.5420777,0,0.3,R,0.9
21,4,0.2327841,0,0.8,R,1.9
21,4,0.4648837,1,0.4,R,0.9
21,4,0.0848752999999998,1,0.7,R,2.3
21,4,0.7134534,0,0.3,R,1.8
21,4,0.3819833,1,0.6,R,1.8
21,4,0.5606624,0,0.5,R,1.6
