subj,response,soa,hist
22,1,16,S
22,0,-72,S
22,1,72,S
22,0,-72,S
22,0,-100,S
22,0,-72,S
22,1,100,S
22,1,16,S
22,1,72,S
22,1,100,S
22,1,44,S
22,0,-72,S
22,1,44,S
22,1,-72,S
22,0,-72,S
22,1,72,S
22,0,-100,S
22,1,100,S
22,0,-72,S
22,1,16,S
22,1,100,S
22,1,100,S
22,1,44,S
22,0,-16,S
22,1,44,S
22,0,-100,S
22,1,16,S
22,0,-16,S
22,0,16,S
22,0,-16,S
22,0,-16,S
22,1,16,S
22,0,-16,S
22,0,-44,S
22,0,16,S
22,0,-44,S
22,1,44,S
22,1,100,S
22,0,-72,S
22,1,72,S
22,1,72,S
22,1,44,S
22,0,-44,S
22,1,72,S
22,0,-100,S
22,0,-72,S
22,0,-72,S
22,1,72,S
22,1,72,S
22,1,100,S
22,1,72,S
22,1,44,S
22,1,72,S
22,0,-44,S
22,0,-100,S
22,1,100,S
22,1,72,S
22,0,-16,S
22,1,44,S
22,1,100,S
22,1,44,S
22,1,100,S
22,0,-44,S
22,0,-100,S
22,0,-44,S
22,0,-16,S
22,0,-44,S
22,0,16,S
22,1,44,S
22,0,-44,S
22,1,44,S
22,0,100,S
22,1,44,S
22,1,44,S
22,0,-44,S
22,0,16,S
22,0,-16,S
22,0,-16,S
22,0,16,S
22,1,16,S
22,0,-16,S
22,1,72,S
22,0,-72,S
22,0,-100,S
22,1,16,S
22,1,100,S
22,1,72,S
22,1,16,S
22,1,16,S
22,0,-16,S
22,0,-100,S
22,0,-100,S
22,1,72,S
22,0,-72,S
22,0,-72,S
22,1,72,S
22,0,-44,S
22,1,72,S
22,0,-100,S
22,1,44,S
22,0,-16,S
22,0,-100,S
22,1,100,S
22,1,44,S
22,1,100,S
22,0,-44,S
22,0,-100,S
22,1,16,S
22,1,16,S
22,1,16,S
22,0,-16,S
22,0,-100,S
22,0,-16,S
22,0,-72,S
22,1,16,S
22,0,-72,S
22,1,44,S
22,1,100,S
22,1,72,S
22,0,-16,S
22,1,100,S
22,1,44,S
22,0,-44,S
22,0,-16,S
22,0,-16,S
22,0,-16,S
22,1,16,S
22,0,-100,S
22,1,100,S
22,1,16,S
22,1,16,S
22,0,-16,S
22,0,-72,S
22,1,100,S
22,1,16,S
22,1,-16,S
22,0,-100,S
22,0,-44,S
22,0,-16,S
22,0,-72,S
22,1,44,S
22,1,16,S
22,0,-44,S
22,1,100,S
22,0,-72,S
22,0,-72,S
22,1,16,S
22,0,-16,S
22,1,72,S
22,1,72,S
22,0,-72,S
22,1,100,S
22,1,44,S
22,1,16,S
22,0,-16,S
22,0,-44,S
22,0,-16,S
22,0,-16,S
22,0,-72,S
22,0,-100,S
22,0,-100,S
22,0,-72,S
22,0,-100,S
22,0,-72,S
22,0,-44,S
22,1,100,S
22,1,100,S
22,1,16,S
22,0,-100,S
22,0,-100,S
22,0,-44,S
22,1,44,S
22,0,-44,S
22,1,72,S
22,0,-16,S
22,0,-44,S
22,0,-72,S
22,0,-16,S
22,1,72,S
22,1,44,S
22,1,100,S
22,1,16,S
22,1,100,S
22,0,-72,S
22,0,-100,S
22,0,-100,S
22,1,72,S
22,0,-44,S
22,1,72,S
22,0,-16,S
22,1,44,S
22,0,-44,S
22,1,44,S
22,1,16,S
22,1,72,S
22,1,16,S
22,1,100,S
22,1,72,S
22,1,72,S
22,1,72,S
22,1,100,S
22,1,16,S
22,1,100,S
22,1,44,S
22,1,100,S
22,0,-44,S
22,1,72,S
22,0,-100,S
22,1,100,S
22,1,72,S
22,0,-100,S
22,0,16,S
22,0,-44,S
22,0,-100,S
22,1,44,S
22,0,-16,S
22,0,-100,S
22,1,44,S
22,0,-100,S
22,1,44,S
22,0,-44,S
22,1,16,S
22,0,-16,S
22,1,100,S
22,1,-16,S
22,1,72,S
22,1,16,S
22,0,-44,S
22,1,16,S
22,0,-44,S
22,0,-44,S
22,1,44,S
22,1,100,S
22,0,-100,S
22,0,-72,S
22,1,16,S
22,1,72,S
22,0,-100,S
22,0,-100,S
22,1,100,S
22,0,-72,S
22,1,16,S
22,0,-72,S
22,1,72,S
22,0,-72,S
22,0,-100,S
22,0,-72,S
22,1,100,S
22,1,16,S
22,1,72,S
22,1,100,S
22,1,44,S
22,0,-72,S
22,1,44,S
23,1,16,S
23,1,72,S
23,0,-44,S
23,0,-16,S
23,1,44,S
23,1,100,S
23,1,16,S
23,1,72,S
23,1,72,S
23,0,-44,S
23,1,16,S
23,0,-44,S
23,1,44,S
23,1,44,S
23,1,-16,S
23,0,-16,S
23,1,16,S
23,0,72,S
23,0,-44,S
23,0,72,S
23,0,-72,S
23,0,-100,S
23,1,16,S
23,0,44,S
23,1,44,S
23,0,-72,S
23,0,-44,S
23,1,16,S
23,1,100,S
23,0,-44,S
23,1,16,S
23,0,-16,S
23,1,72,S
23,0,-72,S
23,0,-72,S
23,1,44,S
23,1,100,S
23,1,16,S
23,0,-100,S
23,0,-16,S
23,0,-44,S
23,0,-100,S
23,1,44,S
23,1,44,S
23,0,-100,S
23,1,100,S
23,0,-44,S
23,1,100,S
23,1,44,S
23,1,100,S
23,0,-44,S
23,0,-44,S
23,1,-16,S
23,0,-44,S
23,0,-44,S
23,0,-44,S
23,1,44,S
23,1,100,S
23,1,44,S
23,1,72,S
23,1,100,S
23,1,16,S
23,0,-72,S
23,1,100,S
23,1,44,S
23,0,-100,S
23,1,44,S
23,0,-44,S
23,0,-100,S
23,1,-100,S
23,0,-72,S
23,1,72,S
23,1,72,S
23,1,100,S
23,1,-44,S
23,1,100,S
23,1,16,S
23,1,-16,S
23,0,-16,S
23,1,-16,S
23,1,44,S
23,0,-44,S
23,1,16,S
23,1,100,S
23,0,-100,S
23,1,16,S
23,0,-100,S
23,1,-16,S
23,0,72,S
23,1,44,S
23,0,-16,S
23,0,-72,S
23,0,-44,S
23,1,72,S
23,0,-100,S
23,1,44,S
23,1,-16,S
23,0,-100,S
23,0,-16,S
23,1,100,S
23,1,16,S
23,1,16,S
23,1,44,S
23,0,-100,S
23,0,-44,S
23,1,100,S
23,0,-100,S
23,0,-72,S
23,1,72,S
23,1,44,S
23,1,100,S
23,0,-72,S
23,1,44,S
23,0,-72,S
23,1,44,S
23,0,-100,S
23,0,-100,S
23,0,-72,S
23,1,72,S
23,0,-72,S
23,0,-44,S
23,0,-72,S
23,1,44,S
23,0,-72,S
23,0,-44,S
23,1,-72,S
23,1,100,S
23,1,-16,S
23,1,-16,S
23,1,-16,S
23,1,72,S
23,1,16,S
23,1,44,S
23,1,44,S
23,0,-100,S
23,1,44,S
23,1,72,S
23,1,72,S
23,1,-44,S
23,1,44,S
23,0,-100,S
23,0,-16,S
23,1,100,S
23,1,16,S
23,1,100,S
23,1,100,S
23,1,100,S
23,1,100,S
23,0,-44,S
23,1,72,S
23,1,-16,S
23,0,-100,S
23,0,-100,S
23,1,100,S
23,0,-100,S
23,0,-16,S
23,1,-72,S
23,0,-72,S
23,0,-16,S
23,1,44,S
23,0,-72,S
23,0,-100,S
23,1,16,S
23,1,-16,S
23,1,72,S
23,1,72,S
23,1,72,S
23,1,44,S
23,1,100,S
23,1,-16,S
23,0,-100,S
23,1,44,S
23,1,44,S
23,1,16,S
23,0,-44,S
23,0,-72,S
23,0,44,S
23,0,-72,S
23,1,72,S
23,1,44,S
23,0,-44,S
23,1,44,S
23,1,72,S
23,1,44,S
23,0,-100,S
23,1,100,S
23,1,-44,S
23,1,72,S
23,1,72,S
23,0,-100,S
23,0,-72,S
23,0,44,S
23,1,72,S
23,1,72,S
23,1,100,S
23,1,100,S
23,0,-44,S
23,1,72,S
23,1,100,S
23,0,-16,S
23,0,-100,S
23,0,-44,S
23,1,44,S
23,0,-100,S
23,1,72,S
23,0,-16,S
23,0,-72,S
23,0,-44,S
23,1,100,S
23,1,-16,S
23,1,100,S
23,1,100,S
23,0,-72,S
23,1,16,S
23,1,100,S
23,1,100,S
23,0,-72,S
23,1,72,S
23,0,-72,S
23,0,-44,S
23,1,100,S
23,0,-16,S
23,0,-44,S
23,1,100,S
23,1,100,S
23,1,44,S
23,0,-100,S
23,1,100,S
23,1,-16,S
23,1,72,S
23,1,-16,S
23,0,-100,S
23,0,-16,S
23,1,72,S
23,0,-100,S
23,1,100,S
23,1,-72,S
23,0,-16,S
23,0,-100,S
23,0,16,S
23,1,16,S
23,1,16,S
23,0,-100,S
23,0,-16,S
23,1,-16,S
23,0,44,S
23,0,-16,S
23,1,72,S
23,1,-16,S
23,0,100,S
23,0,-100,S
23,1,44,S
23,0,-72,S
23,1,16,S
23,1,44,S
23,0,-72,S
23,0,-72,S
23,1,72,S
23,0,-44,S
23,1,72,S
23,1,16,S
23,1,-16,S
23,1,-16,S
23,1,72,S
23,1,16,S
23,1,-16,S
23,1,16,S
23,0,-16,S
23,1,-16,S
23,0,-72,S
23,0,-44,S
23,1,100,S
23,0,-72,S
23,0,-100,S
23,1,16,S
23,0,-72,S
23,0,-16,S
23,1,100,S
23,1,72,S
23,1,100,S
23,0,-72,S
23,0,-72,S
23,1,72,S
23,0,-16,S
23,1,100,S
23,1,-44,S
23,0,-44,S
23,0,-100,S
23,1,16,S
23,1,-44,S
23,1,72,S
23,1,72,S
23,0,-44,S
23,1,100,S
23,1,-44,S
23,1,72,S
23,1,44,S
23,1,100,S
23,1,44,S
23,1,44,S
23,0,44,S
23,1,16,S
23,1,44,S
23,1,-44,S
23,1,100,S
24,0,-72,S
24,0,-72,S
24,1,100,S
24,1,16,S
24,1,100,S
24,0,-100,S
24,0,-16,S
24,0,-44,S
24,1,16,S
24,1,100,S
24,0,-100,S
24,0,-72,S
24,0,-72,S
24,1,16,S
24,1,44,S
24,1,72,S
24,0,-72,S
24,0,-100,S
24,0,-44,S
24,0,-16,S
24,1,44,S
24,0,-72,S
24,0,-100,S
24,1,100,S
24,1,100,S
24,0,-72,S
24,0,-16,S
24,1,16,S
24,0,-72,S
24,1,-16,S
24,1,44,S
24,0,16,S
24,0,-72,S
24,0,-72,S
24,1,44,S
24,1,72,S
24,1,44,S
24,1,16,S
24,0,-16,S
24,0,-16,S
24,0,-72,S
24,1,72,S
24,0,-72,S
24,1,72,S
24,0,-16,S
24,1,16,S
24,0,-44,S
24,1,44,S
24,1,16,S
24,0,-72,S
24,0,-44,S
24,1,16,S
24,0,-16,S
24,0,-72,S
24,1,72,S
24,0,-100,S
24,0,44,S
24,1,100,S
24,1,72,S
24,0,-44,S
24,0,-100,S
24,1,100,S
24,0,-44,S
24,0,-100,S
24,0,-72,S
24,0,-100,S
24,1,16,S
24,1,44,S
24,1,16,S
24,1,16,S
24,0,-100,S
24,1,72,S
24,0,-100,S
24,0,-100,S
24,1,72,S
24,0,-16,S
24,0,-72,S
24,1,100,S
24,0,-16,S
24,1,16,S
24,0,-72,S
24,1,16,S
24,1,72,S
24,1,44,S
24,0,-100,S
24,0,-16,S
24,0,-72,S
24,0,-100,S
24,0,-16,S
24,1,16,S
24,0,-72,S
24,1,-44,S
24,1,72,S
24,0,-100,S
24,1,72,S
24,1,100,S
24,1,72,S
24,0,16,S
24,0,-44,S
24,1,16,S
24,1,72,S
24,0,-72,S
24,1,72,S
24,0,-44,S
24,0,-72,S
24,1,72,S
24,1,44,S
24,1,72,S
24,0,-72,S
24,0,-44,S
24,1,100,S
24,1,72,S
24,0,16,S
24,0,-16,S
24,0,-72,S
24,1,44,S
24,1,16,S
24,1,100,S
24,0,-72,S
24,1,72,S
24,1,72,S
24,0,-72,S
24,1,16,S
24,1,100,S
24,0,-16,S
24,1,16,S
24,0,-72,S
24,1,16,S
24,0,-44,S
24,0,-100,S
24,0,-100,S
24,1,72,S
24,0,-72,S
24,0,-72,S
24,1,-16,S
24,1,72,S
24,1,16,S
24,0,-72,S
24,1,16,S
24,0,-44,S
24,0,-44,S
24,0,-72,S
24,0,-100,S
24,1,72,S
24,1,44,S
24,0,-100,S
24,1,-16,S
24,1,-16,S
24,1,16,S
24,0,-100,S
24,0,-44,S
24,0,-72,S
24,1,16,S
24,0,-72,S
24,1,100,S
24,0,-16,S
24,1,44,S
24,1,16,S
24,0,-44,S
24,0,-100,S
24,1,72,S
24,1,72,S
24,0,-16,S
24,1,72,S
24,1,72,S
24,0,-16,S
24,0,16,S
24,0,-72,S
24,1,72,S
24,1,72,S
24,0,16,S
24,0,-72,S
24,0,44,S
24,0,-44,S
24,0,-44,S
24,0,-100,S
24,0,-44,S
24,0,44,S
24,0,-100,S
24,0,-100,S
24,0,-16,S
24,0,-100,S
24,1,72,S
24,0,16,S
24,0,44,S
24,1,100,S
24,0,-100,S
24,0,-100,S
24,0,-72,S
24,1,44,S
24,0,-44,S
24,0,-44,S
24,1,16,S
24,0,-100,S
24,0,-100,S
24,1,44,S
24,1,-16,S
24,0,-72,S
24,1,72,S
24,1,100,S
24,0,-16,S
24,1,44,S
24,0,-100,S
24,1,72,S
24,0,-44,S
24,0,-44,S
24,0,-100,S
24,0,-44,S
24,0,-72,S
24,0,-72,S
24,1,44,S
24,1,100,S
24,0,-72,S
24,0,-72,S
24,0,-16,S
24,0,-44,S
24,0,-44,S
24,0,16,S
24,0,-100,S
24,0,44,S
24,0,-16,S
24,0,-100,S
24,0,16,S
24,1,72,S
24,0,-44,S
24,0,-44,S
24,0,-16,S
24,1,44,S
24,0,-72,S
24,0,-100,S
24,0,-100,S
24,1,100,S
24,0,-72,S
24,0,-44,S
24,1,72,S
24,1,44,S
24,1,100,S
24,1,100,S
24,1,16,S
24,1,16,S
24,0,-44,S
24,1,16,S
24,1,100,S
24,1,44,S
24,1,100,S
24,0,-100,S
24,1,72,S
24,1,100,S
24,1,72,S
24,0,-100,S
24,1,44,S
24,0,-72,S
24,0,-100,S
24,1,16,S
24,1,16,S
24,1,100,S
24,1,-16,S
24,1,72,S
24,1,16,S
24,0,-100,S
24,1,100,S
24,0,-16,S
24,0,-16,S
24,0,-100,S
24,0,-72,S
24,0,16,S
24,1,72,S
24,0,16,S
24,0,-100,S
24,0,-44,S
24,0,-16,S
24,0,-16,S
24,1,16,S
24,0,-44,S
24,0,-72,S
24,1,16,S
24,0,-100,S
24,0,-16,S
24,1,44,S
24,1,72,S
24,0,-44,S
24,1,16,S
24,0,-44,S
24,1,72,S
24,0,-100,S
24,0,-100,S
24,0,-100,S
24,0,-44,S
24,0,-100,S
24,1,-44,S
24,0,-100,S
24,0,-44,S
24,0,-100,S
25,0,-44,S
25,1,100,S
25,0,100,S
25,0,-72,S
25,0,-16,S
25,1,72,S
25,0,-72,S
25,1,44,S
25,0,16,S
25,0,-100,S
25,0,-100,S
25,0,-16,S
25,0,-100,S
25,0,-44,S
25,1,44,S
25,1,16,S
25,0,-72,S
25,0,-100,S
25,0,-100,S
25,0,-100,S
25,0,-44,S
25,0,-16,S
25,0,44,S
25,1,72,S
25,1,16,S
25,1,44,S
25,0,-72,S
25,0,-100,S
25,1,100,S
25,0,16,S
25,0,-72,S
25,0,-100,S
25,0,16,S
25,1,44,S
25,1,100,S
25,0,-100,S
25,1,100,S
25,1,72,S
25,1,100,S
25,1,100,S
25,0,-100,S
25,1,44,S
25,1,44,S
25,1,72,S
25,0,-44,S
25,0,-100,S
25,0,-44,S
25,0,-44,S
25,0,16,S
25,0,-100,S
25,0,-72,S
25,1,72,S
25,0,-44,S
25,1,72,S
25,0,-72,S
25,0,16,S
25,0,-72,S
25,0,-72,S
25,1,72,S
25,1,100,S
25,0,-44,S
25,1,72,S
25,0,-16,S
25,0,-44,S
25,0,-44,S
25,0,-100,S
25,0,-44,S
25,0,16,S
25,1,44,S
25,0,-72,S
25,0,-72,S
25,1,72,S
25,1,44,S
25,0,-16,S
25,0,-44,S
25,1,100,S
25,1,16,S
25,0,-72,S
25,0,-100,S
25,0,-16,S
25,1,16,S
25,0,-100,S
25,0,-72,S
25,1,100,S
25,0,-16,S
25,1,16,S
25,1,72,S
25,0,-16,S
25,1,44,S
25,1,72,S
25,1,44,S
25,1,72,S
25,1,72,S
25,1,72,S
25,0,-44,S
25,1,100,S
25,0,-16,S
25,0,16,S
25,0,-72,S
25,0,-72,S
25,1,100,S
25,0,44,S
25,0,-16,S
25,1,100,S
25,1,100,S
25,1,100,S
25,1,72,S
25,1,72,S
25,0,-44,S
25,1,44,S
25,0,-100,S
25,0,-72,S
25,0,-44,S
25,1,44,S
25,0,-72,S
25,0,-44,S
25,0,-16,S
25,1,16,S
25,1,72,S
25,0,-72,S
25,0,-16,S
25,1,100,S
25,1,72,S
25,1,16,S
25,1,100,S
25,0,-16,S
25,1,16,S
25,1,100,S
25,0,-100,S
25,1,44,S
25,0,-72,S
25,1,44,S
25,1,16,S
25,1,100,S
25,1,44,S
25,0,-72,S
25,0,-72,S
25,0,-44,S
25,0,-72,S
25,1,100,S
25,0,-16,S
25,1,100,S
25,0,-44,S
25,1,44,S
25,0,-100,S
25,1,16,S
25,0,-16,S
25,0,-72,S
25,0,-44,S
25,1,44,S
25,0,-44,S
25,0,-44,S
25,0,-44,S
25,0,-100,S
25,0,-16,S
25,0,-72,S
25,1,72,S
25,1,72,S
25,1,72,S
25,1,72,S
25,1,100,S
25,0,-100,S
25,1,100,S
25,0,-72,S
25,0,-16,S
25,1,72,S
25,1,100,S
25,0,-72,S
25,0,-72,S
25,0,-16,S
25,0,16,S
25,1,72,S
25,1,72,S
25,0,-16,S
25,1,72,S
25,1,44,S
25,1,72,S
25,0,-44,S
25,0,-44,S
25,0,-44,S
25,1,16,S
25,0,-100,S
25,1,72,S
25,0,-44,S
25,0,-72,S
25,0,-44,S
25,0,-100,S
25,0,-100,S
25,0,-44,S
25,1,100,S
25,1,72,S
25,0,-44,S
25,1,100,S
25,0,-72,S
25,0,44,S
25,0,-16,S
25,1,16,S
25,1,100,S
25,0,-44,S
25,0,-100,S
25,0,-100,S
25,1,100,S
25,1,72,S
25,0,-44,S
25,1,16,S
25,0,-72,S
25,1,72,S
25,1,100,S
25,1,-44,S
25,0,-72,S
25,1,44,S
25,0,-100,S
25,1,100,S
25,0,-16,S
25,0,-16,S
25,1,100,S
25,0,-44,S
25,1,16,S
25,0,-100,S
25,0,-16,S
25,0,-16,S
25,1,100,S
25,0,-100,S
25,1,72,S
25,1,100,S
25,1,72,S
25,0,-72,S
25,0,-44,S
25,1,-16,S
25,0,-44,S
25,1,100,S
25,1,16,S
25,0,-100,S
25,0,-44,S
25,0,-16,S
25,0,-100,S
25,1,100,S
25,0,-100,S
25,0,-72,S
25,0,100,S
25,0,-100,S
25,1,44,S
25,1,72,S
25,1,100,S
25,1,100,S
25,1,44,S
25,1,72,S
25,0,-16,S
25,0,-44,S
25,1,72,S
25,1,72,S
25,1,16,S
25,1,72,S
25,0,-72,S
25,1,44,S
25,1,100,S
25,0,-16,S
25,0,-100,S
25,0,-72,S
25,0,-100,S
25,1,100,S
25,0,-100,S
25,0,-44,S
25,1,72,S
25,1,100,S
25,0,-16,S
25,0,-100,S
25,0,-16,S
25,1,44,S
25,0,-44,S
25,0,-100,S
25,0,-16,S
25,0,16,S
25,0,-16,S
25,1,72,S
25,0,-72,S
25,0,-44,S
25,0,-72,S
25,0,-100,S
25,1,100,S
25,1,16,S
25,1,100,S
25,0,-16,S
25,1,72,S
25,0,-16,S
25,1,16,S
25,1,100,S
25,1,100,S
25,1,44,S
25,0,-16,S
25,1,100,S
25,0,-72,S
25,0,-100,S
25,1,72,S
26,1,72,S
26,0,-72,S
26,0,-72,S
26,0,-100,S
26,0,-100,S
26,0,-16,S
26,1,44,S
26,1,72,S
26,0,44,S
26,1,100,S
26,0,-100,S
26,0,-16,S
26,1,16,S
26,1,16,S
26,0,72,S
26,0,-100,S
26,0,44,S
26,1,16,S
26,0,-72,S
26,1,16,S
26,0,-72,S
26,0,-72,S
26,1,100,S
26,1,100,S
26,0,-72,S
26,0,-16,S
26,0,-44,S
26,0,16,S
26,1,44,S
26,1,72,S
26,0,-44,S
26,1,44,S
26,0,-72,S
26,1,72,S
26,1,100,S
26,0,44,S
26,0,-44,S
26,1,72,S
26,1,16,S
26,0,72,S
26,0,-16,S
26,1,72,S
26,0,-100,S
26,1,100,S
26,1,72,S
26,1,16,S
26,0,-72,S
26,0,-44,S
26,0,-44,S
26,0,-16,S
26,0,-100,S
26,0,-44,S
26,1,72,S
26,1,72,S
26,1,72,S
26,0,-16,S
26,1,72,S
26,1,72,S
26,1,100,S
26,0,-44,S
26,1,100,S
26,1,100,S
26,1,100,S
26,1,72,S
26,0,-44,S
26,1,72,S
26,0,16,S
26,0,-72,S
26,1,100,S
26,0,44,S
26,0,-44,S
26,0,-100,S
26,0,-72,S
26,1,44,S
26,1,16,S
26,1,16,S
26,0,-16,S
26,1,16,S
26,0,-16,S
26,1,44,S
26,1,16,S
26,1,100,S
26,0,16,S
26,0,16,S
26,1,44,S
26,1,72,S
26,1,44,S
26,1,44,S
26,0,-16,S
26,0,-44,S
26,0,44,S
26,0,44,S
26,1,72,S
26,0,-16,S
26,0,-16,S
26,1,100,S
26,0,-100,S
26,1,100,S
26,0,-100,S
26,0,-16,S
26,0,16,S
26,0,-16,S
26,0,-100,S
26,1,100,S
26,1,100,S
26,0,44,S
26,0,-16,S
26,0,-100,S
26,1,72,S
26,1,16,S
26,0,-16,S
26,1,44,S
26,1,100,S
26,1,16,S
26,1,-16,S
26,1,44,S
26,0,-44,S
26,0,-100,S
26,0,16,S
26,0,-44,S
26,0,-16,S
26,1,100,S
26,1,-16,S
26,0,-72,S
26,0,16,S
26,1,44,S
26,1,44,S
26,0,-16,S
26,0,-72,S
26,0,-72,S
26,1,100,S
26,0,-44,S
26,0,-100,S
26,1,16,S
26,0,-100,S
26,1,44,S
26,1,72,S
26,1,44,S
26,1,100,S
26,1,100,S
26,0,-100,S
26,1,44,S
26,1,44,S
26,0,-100,S
26,0,-44,S
26,0,-44,S
26,1,44,S
26,0,-100,S
26,1,44,S
26,1,100,S
26,0,-44,S
26,1,16,S
26,0,-72,S
26,1,44,S
26,1,100,S
26,1,44,S
26,1,16,S
26,1,100,S
26,0,-72,S
26,1,16,S
26,0,-44,S
26,0,-72,S
26,1,16,S
26,0,-44,S
26,1,100,S
26,0,-100,S
26,1,72,S
26,1,72,S
26,1,72,S
26,0,-72,S
26,1,100,S
26,1,16,S
26,0,-44,S
26,0,-44,S
26,0,16,S
26,0,-16,S
26,1,16,S
26,1,44,S
26,0,-72,S
26,1,44,S
26,1,72,S
26,1,16,S
26,0,-16,S
26,0,-16,S
26,1,44,S
26,1,100,S
26,1,44,S
26,0,-72,S
26,0,-44,S
26,0,-100,S
26,1,100,S
26,1,16,S
26,1,44,S
26,1,16,S
26,0,-100,S
26,1,72,S
26,0,-16,S
26,1,100,S
26,0,-100,S
26,1,44,S
26,0,-72,S
26,1,72,S
26,1,100,S
26,1,100,S
26,0,-100,S
26,0,-72,S
26,1,16,S
26,0,-100,S
26,0,-72,S
26,1,-16,S
26,0,-72,S
26,1,72,S
26,1,16,S
26,0,-72,S
26,0,-16,S
26,1,100,S
26,1,16,S
26,0,-72,S
26,0,-16,S
26,1,72,S
26,1,-16,S
26,0,-72,S
26,0,-100,S
26,1,100,S
26,1,100,S
26,0,-72,S
26,1,-16,S
26,0,-72,S
26,0,-100,S
26,0,-100,S
26,0,-100,S
26,0,-44,S
26,0,-16,S
26,1,16,S
26,1,44,S
26,1,16,S
26,1,72,S
26,1,72,S
26,1,44,S
26,1,44,S
26,1,44,S
26,0,-100,S
26,1,44,S
26,0,-44,S
26,1,16,S
26,1,16,S
26,1,-16,S
26,1,16,S
26,1,16,S
26,0,-44,S
26,0,-72,S
26,0,-72,S
26,1,100,S
26,1,16,S
26,1,16,S
26,1,100,S
26,0,-44,S
26,1,100,S
26,1,16,S
26,1,44,S
26,0,-16,S
26,0,44,S
26,1,72,S
26,1,72,S
26,1,72,S
26,0,-44,S
26,1,16,S
26,1,16,S
26,0,44,S
26,1,72,S
26,0,-44,S
26,1,44,S
26,0,-100,S
26,1,44,S
26,1,72,S
26,1,44,S
26,1,44,S
26,1,100,S
26,1,16,S
26,1,72,S
26,1,44,S
26,0,-72,S
26,1,72,S
26,1,-16,S
26,0,-44,S
26,0,-100,S
26,0,-44,S
26,1,100,S
26,1,100,S
26,1,-44,S
26,0,-44,S
26,1,-100,S
26,1,44,S
26,1,72,S
26,1,-16,S
26,0,-100,S
26,1,72,S
26,1,16,S
26,0,-44,S
26,1,-16,S
26,0,-16,S
26,0,-100,S
26,1,-44,S
26,0,-100,S
26,0,-16,S
26,0,-100,S
26,0,-44,S
26,1,44,S
26,0,-72,S
26,1,44,S
26,0,44,S
27,0,-44,S
27,0,-16,S
27,1,-100,S
27,1,16,S
27,0,44,S
27,0,-100,S
27,1,100,S
27,1,-72,S
27,0,16,S
27,0,-44,S
27,1,-72,S
27,1,44,S
27,1,100,S
27,0,-44,S
27,1,-72,S
27,1,16,S
27,0,-100,S
27,1,16,S
27,0,-72,S
27,1,44,S
27,1,100,S
27,0,-100,S
27,0,-16,S
27,0,72,S
27,0,-100,S
27,0,-44,S
27,0,-72,S
27,0,-44,S
27,1,100,S
27,0,-16,S
27,0,-100,S
27,0,-44,S
27,1,100,S
27,0,-72,S
27,0,-44,S
27,1,100,S
27,0,-100,S
27,1,16,S
27,0,-16,S
27,0,72,S
27,0,-16,S
27,0,-16,S
27,1,16,S
27,0,16,S
27,0,16,S
27,0,100,S
27,0,44,S
27,0,-100,S
27,1,44,S
27,1,100,S
27,0,-72,S
27,1,72,S
27,1,-16,S
27,0,-44,S
27,0,44,S
27,0,-100,S
27,0,44,S
27,1,100,S
27,1,72,S
27,1,44,S
27,0,-72,S
27,0,-16,S
27,1,100,S
27,1,16,S
27,0,-72,S
27,0,-44,S
27,0,-100,S
27,0,-44,S
27,0,-72,S
27,0,-100,S
27,0,-44,S
27,0,-16,S
27,1,72,S
27,1,16,S
27,0,16,S
27,0,16,S
27,0,-100,S
27,0,72,S
27,0,-16,S
27,1,16,S
27,0,-16,S
27,1,100,S
27,1,44,S
27,0,-100,S
27,0,44,S
27,0,16,S
27,1,44,S
27,0,-100,S
27,0,16,S
27,1,72,S
27,0,-72,S
27,0,72,S
27,1,100,S
27,0,-100,S
27,0,-100,S
27,0,-100,S
27,0,-16,S
27,0,-100,S
27,0,-44,S
27,0,44,S
27,1,72,S
27,0,-16,S
27,0,-16,S
27,0,-44,S
27,1,-72,S
27,0,44,S
27,0,-16,S
27,1,100,S
27,0,-16,S
27,0,-44,S
27,0,100,S
27,0,16,S
27,0,-44,S
27,0,-44,S
27,0,-44,S
27,0,44,S
27,0,-72,S
27,0,-100,S
27,0,-100,S
27,0,44,S
27,0,16,S
27,0,-72,S
27,1,16,S
27,1,72,S
27,1,100,S
27,1,72,S
27,0,-16,S
27,1,100,S
27,0,-16,S
27,0,16,S
27,0,16,S
27,1,16,S
27,0,-44,S
27,0,16,S
27,1,100,S
27,1,72,S
27,1,16,S
27,0,16,S
27,0,-100,S
27,1,72,S
27,0,-100,S
27,1,72,S
27,0,-44,S
27,0,-44,S
27,0,-44,S
27,1,72,S
27,1,44,S
27,0,-100,S
27,0,-100,S
27,1,16,S
27,1,72,S
27,1,44,S
27,0,-16,S
27,0,-44,S
27,0,16,S
27,0,-16,S
27,0,-100,S
27,0,-100,S
27,1,72,S
27,1,100,S
27,0,-44,S
27,1,72,S
27,0,-100,S
27,0,-16,S
27,1,-16,S
27,0,-100,S
27,0,-44,S
27,1,-44,S
27,1,100,S
27,0,-44,S
27,0,16,S
27,0,-72,S
27,0,-72,S
27,1,72,S
27,1,44,S
27,0,-44,S
27,1,16,S
27,1,72,S
27,0,-72,S
27,1,100,S
27,1,100,S
27,0,-100,S
27,1,44,S
27,1,72,S
27,0,-16,S
27,1,100,S
27,1,44,S
27,0,-72,S
27,0,-100,S
